id,microtheme,phrase_family,phrase_text,pattern_lemmas,precision_level,source_type,enabled,risk_comment,comment
PHR_382,догадка / соображение,PRACTICAL_INTELLECTION,начал соображать,начал соображать,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_383,догадка / соображение,PROMPT_TO_THINK,пытался сообразить,пытался сообразить,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_384,догадка / соображение,PROMPT_TO_THINK,никак не мог сообразить,никак не мог сообразить,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_385,догадка / соображение,PRACTICAL_INTELLECTION,вдруг догадался,вдруг догадаться,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_386,догадка / соображение,PRACTICAL_INTELLECTION,догадался наконец,догадаться наконец,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_387,догадка / соображение,PRACTICAL_INTELLECTION,стал догадываться,стать догадываться,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_388,догадка / соображение,PRACTICAL_INTELLECTION,начал догадываться,начал догадываться,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_389,догадка / соображение,PRACTICAL_INTELLECTION,смутно догадался,смутно догадаться,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_390,догадка / соображение,PRACTICAL_INTELLECTION,смекнул сразу,смекнул сразу,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_391,догадка / соображение,PRACTICAL_INTELLECTION,смекнул наконец,смекнул наконец,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_392,догадка / соображение,PRACTICAL_INTELLECTION,стал смекать,стать смекать,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_393,догадка / соображение,PRACTICAL_INTELLECTION,начал смекать,начал смекать,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_394,догадка / соображение,HEAD_MIND,кумекал долго,кумекал долго,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_395,догадка / соображение,HEAD_MIND,стал кумекать,стать кумекать,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_396,догадка / соображение,HEAD_MIND,раскинул умом,раскинул ум,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_397,догадка / соображение,HEAD_MIND,прикинул умом,прикинул ум,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_398,догадка / соображение,HEAD_MIND,прикинул в уме,прикинул в ум,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_399,догадка / соображение,INNER_SPEECH,прикинул про себя,прикинул про себя,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_400,догадка / соображение,INNER_SPEECH,смекнул про себя,смекнул про себя,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_401,догадка / соображение,INNER_SPEECH,сообразил про себя,сообразил про себя,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_402,догадка / соображение,PRACTICAL_INTELLECTION,догадался по взгляду,догадаться по взгляду,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_403,догадка / соображение,PRACTICAL_INTELLECTION,догадался по голосу,догадаться по голосу,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_404,догадка / соображение,PRACTICAL_INTELLECTION,догадался по лицу,догадаться по лицу,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_405,догадка / соображение,PRACTICAL_INTELLECTION,догадался по словам,догадаться по словам,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_406,решение / намерение,DECIDE,решил вдруг,решить вдруг,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_407,решение / намерение,DECIDE,вдруг решил,вдруг решить,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_408,решение / намерение,DECIDE,сразу решил,сразу решить,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_409,решение / намерение,DECIDE,не сразу решил,не сразу решить,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_410,решение / намерение,DECIDE,решил для себя,решить для себя,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_411,решение / намерение,DECIDE,решил вернуться,решить вернуться,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_412,решение / намерение,DECIDE,решил сказать,решить сказать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_413,решение / намерение,DECIDE,решил молчать,решить молчать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_414,решение / намерение,DECIDE,решил ждать,решить ждать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_415,решение / намерение,DECIDE,решил уйти,решить уйти,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_416,решение / намерение,DECIDE,решил остаться,решить остаться,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_417,решение / намерение,DECIDE,решил спросить,решить спросить,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_418,решение / намерение,DECIDE,решил ответить,решить ответить,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_419,решение / намерение,DECIDE,принял решение,принял решение,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_420,решение / намерение,РЕШЕНИЕ_НАМЕРЕНИЕ,пришел к решению,прийти к решению,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_421,решение / намерение,РЕШЕНИЕ_НАМЕРЕНИЕ,остановился на решении,остановился на решении,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_422,решение / намерение,HEAD_MIND,задумал сделать,задумал сделать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_423,решение / намерение,HEAD_MIND,задумал уйти,задумал уйти,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_424,решение / намерение,HEAD_MIND,задумал вернуться,задумал вернуться,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_425,решение / намерение,HEAD_MIND,задумал сказать,задумал сказать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_426,решение / намерение,CHANGE_DECISION,передумал вдруг,передумал вдруг,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_427,решение / намерение,CHANGE_DECISION,вдруг передумал,вдруг передумал,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_428,решение / намерение,CHANGE_DECISION,стал передумывать,стать передумывать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_429,решение / намерение,REFLECT_GENERAL,раздумал идти,раздумал идти,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_430,решение / намерение,REFLECT_GENERAL,раздумал говорить,раздумал говорить,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_431,решение / намерение,REFLECT_GENERAL,раздумал возвращаться,раздумал возвращаться,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_432,решение / намерение,DECIDE,не мог решить,не мог решить,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_433,решение / намерение,DECIDE,никак не мог решить,никак не мог решить,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_434,решение / намерение,HESITATE,колебался в решении,колебался в решении,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_435,решение / намерение,РЕШЕНИЕ_НАМЕРЕНИЕ,решался долго,решался долго,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_436,решение / намерение,РЕШЕНИЕ_НАМЕРЕНИЕ,долго решался,долго решался,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_437,решение / намерение,РЕШЕНИЕ_НАМЕРЕНИЕ,не решался сказать,не решался сказать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_438,решение / намерение,РЕШЕНИЕ_НАМЕРЕНИЕ,не решался спросить,не решался спросить,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_439,решение / намерение,РЕШЕНИЕ_НАМЕРЕНИЕ,не решался ответить,не решался ответить,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_440,решение / намерение,РЕШЕНИЕ_НАМЕРЕНИЕ,наконец решился,наконец решился,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_441,решение / намерение,РЕШЕНИЕ_НАМЕРЕНИЕ,решился наконец,решился наконец,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_442,решение / намерение,HEAD_MIND,задумал было,задумал было,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_443,решение / намерение,CHANGE_DECISION,передумал было,передумал было,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_444,сомнение / колебание,DOUBT,стал сомневаться,стать сомневаться,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_445,сомнение / колебание,DOUBT,начала сомневаться,начала сомневаться,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_446,сомнение / колебание,DOUBT,начал сомневаться,начал сомневаться,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_447,сомнение / колебание,DOUBT,сомневался в этом,сомневался в этом,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_448,сомнение / колебание,DOUBT,сомневался в себе,сомневался в себе,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_449,сомнение / колебание,DOUBT,сомневался в решении,сомневался в решении,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_450,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,сомнение взяло,сомнение взяло,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_451,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,сомнение охватило,сомнение охватило,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_452,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,сомнение поднялось,сомнение поднялось,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_453,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,сомнение шевельнулось,сомнение шевельнулось,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_454,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,его взяло сомнение,его взяло сомнение,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_455,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,закралось сомнение,закралось сомнение,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_456,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,вкралось сомнение,вкралось сомнение,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_457,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,не был уверен,не был уверен,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_458,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,не мог быть уверен,не мог быть уверен,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_459,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,не знал наверно,не знал наверно,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_460,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,не знал наверное,не знал наверное,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_461,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,не знал точно,не знал точно,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_462,сомнение / колебание,HESITATE,колебался долго,колебался долго,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_463,сомнение / колебание,HESITATE,долго колебался,долго колебался,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_464,сомнение / колебание,HESITATE,колебался между,колебался между,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_465,сомнение / колебание,HESITATE,колебался в выборе,колебался в выборе,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_466,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,не мог выбрать,не мог выбрать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_467,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,не мог остановиться,не мог остановиться,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_468,сомнение / колебание,PRACTICAL_INTELLECTION,терялся в догадках,терялся в догадках,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_469,сомнение / колебание,REFLECT_GENERAL,взяло раздумье,взяло раздумье,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_470,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,одолевало сомнение,одолевало сомнение,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_471,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,сомнение мучило,сомнение мучило,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_472,сомнение / колебание,СОМНЕНИЕ_КОЛЕБАНИЕ,сомнение точило,сомнение точило,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_473,сомнение / колебание,HESITATE,мысль колебалась,мысль колебалась,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_474,сомнение / колебание,HESITATE,душа колебалась,душа колебалась,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_475,внутренняя речь,INNER_SPEECH,мысленно повторил,мысленно повторил,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_476,внутренняя речь,INNER_SPEECH,мысленно ответил,мысленно ответил,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_477,внутренняя речь,INNER_SPEECH,мысленно спросил,мысленно спросил,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_478,внутренняя речь,INNER_SPEECH,мысленно усмехнулся,мысленно усмехнулся,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_479,внутренняя речь,INNER_SPEECH,мысленно выругался,мысленно выругался,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_480,внутренняя речь,INNER_SPEECH,мысленно отметил,мысленно отметил,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_481,внутренняя речь,DECIDE,мысленно решил,мысленно решить,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_482,внутренняя речь,THINK_GENERAL,мысленно подумал,мысленно подумать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_483,внутренняя речь,INNER_SPEECH,про себя сказал,про себя сказать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_484,внутренняя речь,INNER_SPEECH,про себя проговорил,про себя проговорить,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_485,внутренняя речь,INNER_SPEECH,про себя повторил,про себя повторил,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_486,внутренняя речь,THINK_GENERAL,про себя подумал,про себя подумать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_487,внутренняя речь,INNER_SPEECH,сказал себе,сказать себе,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_488,внутренняя речь,ВНУТРЕННЯЯ_РЕЧЬ,ответил себе,ответил себе,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_489,внутренняя речь,ВНУТРЕННЯЯ_РЕЧЬ,спросил себя,спросил себя,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_490,внутренняя речь,ВНУТРЕННЯЯ_РЕЧЬ,повторил себе,повторил себе,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_491,внутренняя речь,ВНУТРЕННЯЯ_РЕЧЬ,говорил сам себе,говорил сам себе,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_492,внутренняя речь,INNER_SPEECH,сам себе сказал,сам себе сказать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_493,внутренняя речь,ВНУТРЕННЯЯ_РЕЧЬ,сам себе ответил,сам себе ответил,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_494,внутренняя речь,ВНУТРЕННЯЯ_РЕЧЬ,сам себя спросил,сам себя спросил,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_495,внутренняя речь,ВНУТРЕННЯЯ_РЕЧЬ,внутри себя сказал,внутри себя сказать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_496,внутренняя речь,ВНУТРЕННЯЯ_РЕЧЬ,в душе сказал,в душе сказать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_497,внутренняя речь,ВНУТРЕННЯЯ_РЕЧЬ,в душе повторил,в душе повторил,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_498,внутренняя речь,DECIDE,в душе решил,в душе решить,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_499,внутренняя речь,THINK_GENERAL,в душе подумал,в душе подумать,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_500,внутренняя речь,UNDERSTAND,в душе понял,в душе понять,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_501,внутренняя речь,ВНУТРЕННЯЯ_РЕЧЬ,молча сказал себе,молча сказать себе,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_502,внутренняя речь,ВНУТРЕННЯЯ_РЕЧЬ,тихо сказал себе,тихо сказать себе,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_503,внутренняя речь,INNER_SPEECH,мысленно произносил,мысленно произносил,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_504,внутренняя речь,INNER_SPEECH,мысленно перебирал,мысленно перебирал,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_505,внутренняя речь,INNER_SPEECH,про себя усмехнулся,про себя усмехнулся,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_506,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,мысль не давала покоя,мысль не давала покоя,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_507,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,не давала покоя мысль,не давала покоя мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_508,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,мысль мучила,мысль мучила,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_509,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,мучила мысль,мучила мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_510,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,мысль тревожила,мысль тревожила,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_511,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,тревожила мысль,тревожила мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_512,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,мысль давила,мысль давила,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_513,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,давила мысль,давила мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_514,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,мысль жгла,мысль жгла,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_515,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,жгла мысль,жгла мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_516,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,мысль сверлила,мысль сверлила,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_517,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,сверлила мысль,сверлила мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_518,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,мысль точила,мысль точила,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_519,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,точила мысль,точила мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_520,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,мысль засела,мысль засела,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_521,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,засела мысль,засела мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_522,навязчивая мысль,HEAD_MIND,засела в голове,засела в голова,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_523,навязчивая мысль,HEAD_MIND,не выходила из головы,не выходила из голова,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_524,навязчивая мысль,HEAD_MIND,не выходило из головы,не выходило из голова,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_525,навязчивая мысль,HEAD_MIND,крутилась в голове,крутилась в голова,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_526,навязчивая мысль,HEAD_MIND,вертелась в голове,вертелась в голова,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_527,навязчивая мысль,HEAD_MIND,стояла в голове,стояла в голова,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_528,навязчивая мысль,HEAD_MIND,звенела в голове,звенела в голова,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_529,навязчивая мысль,HEAD_MIND,бродила в голове,бродила в голова,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_530,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,мысль преследовала,мысль преследовала,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_531,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,преследовала мысль,преследовала мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_532,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,мысль гнала,мысль гнала,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_533,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,гнала мысль,гнала мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_534,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,мысль возвращалась,мысль возвращалась,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_535,навязчивая мысль,НАВЯЗЧИВАЯ_МЫСЛЬ,возвращалась мысль,возвращалась мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
