marker_id,marker_source,microtheme,phrase_family,unit_type,unit_raw,unit_norm,marker_label,precision_level,source_type,enabled,risk_comment,comment
PHR_501,PHRASE,внутренняя речь,ВНУТРЕННЯЯ_РЕЧЬ,PHRASE,молча сказал себе,молча сказать себе,молча сказал себе [внутренняя речь],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_502,PHRASE,внутренняя речь,ВНУТРЕННЯЯ_РЕЧЬ,PHRASE,тихо сказал себе,тихо сказать себе,тихо сказал себе [внутренняя речь],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_503,PHRASE,внутренняя речь,INNER_SPEECH,PHRASE,мысленно произносил,мысленно произносил,мысленно произносил [внутренняя речь],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_504,PHRASE,внутренняя речь,INNER_SPEECH,PHRASE,мысленно перебирал,мысленно перебирал,мысленно перебирал [внутренняя речь],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_505,PHRASE,внутренняя речь,INNER_SPEECH,PHRASE,про себя усмехнулся,про себя усмехнулся,про себя усмехнулся [внутренняя речь],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_585,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,не понимал,не понимал,не понимал [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_586,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,ничего не понимал,ничего не понимал,ничего не понимал [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_587,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,не понимал причины,не понимал причины,не понимал причины [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_588,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,не понимал смысла,не понимал смысла,не понимал смысла [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_589,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,не понимал зачем,не понимал зачем,не понимал зачем [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_590,PHRASE,понимание / ясность,UNDERSTAND,PHRASE,не понимал почему,не понимал почему,не понимал почему [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_591,PHRASE,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,PHRASE,не брал в толк,не брал в толк,не брал в толк [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_592,PHRASE,понимание / ясность,HEAD_MIND,PHRASE,не укладывалось в голове,не укладывалось в голова,не укладывалось в голове [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_593,PHRASE,понимание / ясность,HEAD_MIND,PHRASE,не укладывалось в уме,не укладывалось в ум,не укладывалось в уме [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_594,PHRASE,понимание / ясность,PROMPT_TO_THINK,PHRASE,не мог сообразить,не мог сообразить,не мог сообразить [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_595,PHRASE,понимание / ясность,PRACTICAL_INTELLECTION,PHRASE,никак не соображал,никак не соображал,никак не соображал [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_596,PHRASE,понимание / ясность,PRACTICAL_INTELLECTION,PHRASE,не мог догадаться,не мог догадаться,не мог догадаться [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_597,PHRASE,понимание / ясность,PRACTICAL_INTELLECTION,PHRASE,не догадывался,не догадывался,не догадывался [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_598,PHRASE,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,PHRASE,не дошло до него,не дошло до него,не дошло до него [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_599,PHRASE,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,PHRASE,до него не доходило,до него не доходило,до него не доходило [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_600,PHRASE,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,PHRASE,не было понятно,не было понятно,не было понятно [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_601,PHRASE,понимание / ясность,BECOME_CLEAR,PHRASE,не стало ясно,не стать ясно,не стало ясно [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_602,PHRASE,понимание / ясность,HEAD_MIND,PHRASE,не мог уразуметь,не мог уразуметь,не мог уразуметь [понимание / ясность],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_625,PHRASE,побуждение к мышлению,HEAD_MIND,PHRASE,подумай сам,подумай сам,подумай сам [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_626,PHRASE,побуждение к мышлению,HEAD_MIND,PHRASE,сам подумай,сам подумай,сам подумай [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_627,PHRASE,побуждение к мышлению,HEAD_MIND,PHRASE,подумай хорошенько,подумай хорошенько,подумай хорошенько [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_628,PHRASE,побуждение к мышлению,HEAD_MIND,PHRASE,подумай сперва,подумай сперва,подумай сперва [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_629,PHRASE,побуждение к мышлению,HEAD_MIND,PHRASE,подумай головой,подумай головой,подумай головой [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_630,PHRASE,побуждение к мышлению,HEAD_MIND,PHRASE,думай головой,думай головой,думай головой [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_631,PHRASE,побуждение к мышлению,HEAD_MIND,PHRASE,раскинь умом,раскинь ум,раскинь умом [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_632,PHRASE,побуждение к мышлению,PROMPT_TO_THINK,PHRASE,сообрази сам,сообрази сам,сообрази сам [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_633,PHRASE,побуждение к мышлению,PROMPT_TO_THINK,PHRASE,сам сообрази,сам сообрази,сам сообрази [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_634,PHRASE,побуждение к мышлению,UNDERSTAND,PHRASE,пойми ты,понять ты,пойми ты [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_635,PHRASE,побуждение к мышлению,UNDERSTAND,PHRASE,ты пойми,ты понять,ты пойми [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_636,PHRASE,побуждение к мышлению,UNDERSTAND,PHRASE,послушай и пойми,послушай и понять,послушай и пойми [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_637,PHRASE,побуждение к мышлению,REMEMBER,PHRASE,вспомни сам,вспомни сам,вспомни сам [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_638,PHRASE,побуждение к мышлению,REMEMBER,PHRASE,сам вспомни,сам вспомни,сам вспомни [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_639,PHRASE,побуждение к мышлению,REMEMBER,PHRASE,припомни,припомни,припомни [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_640,PHRASE,побуждение к мышлению,PROMPT_TO_THINK,PHRASE,решай сам,решай сам,решай сам [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_641,PHRASE,побуждение к мышлению,PROMPT_TO_THINK,PHRASE,сам решай,сам решай,сам решай [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_642,PHRASE,побуждение к мышлению,ПОБУЖДЕНИЕ_К_МЫШЛЕНИЮ,PHRASE,не дури головой,не дури головой,не дури головой [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_643,PHRASE,побуждение к мышлению,UNDERSTAND,PHRASE,пойми меня,понять меня,пойми меня [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_644,PHRASE,побуждение к мышлению,HEAD_MIND,PHRASE,подумай обо мне,подумай обо мне,подумай обо мне [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_645,PHRASE,побуждение к мышлению,HEAD_MIND,PHRASE,подумай над этим,подумай над этим,подумай над этим [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_646,PHRASE,побуждение к мышлению,REMEMBER,PHRASE,припомни хорошенько,припомни хорошенько,припомни хорошенько [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_647,PHRASE,побуждение к мышлению,PROMPT_TO_THINK,PHRASE,сообрази головой,сообрази головой,сообрази головой [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_648,PHRASE,побуждение к мышлению,HEAD_MIND,PHRASE,думай сам,думай сам,думай сам [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_649,PHRASE,побуждение к мышлению,ПОБУЖДЕНИЕ_К_МЫШЛЕНИЮ,PHRASE,реши сам,реши сам,реши сам [побуждение к мышлению],CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_035,PHRASE,внутренняя речь,INNER_SPEECH,PHRASE,мысленно проговорил,мысленно проговорить,мысленно проговорил [внутренняя речь],EXTENDED,manual_existing,1,,исходный пример руководителя
PHR_036,PHRASE,внутренняя речь,INNER_SPEECH,PHRASE,мысленно сказал,мысленно сказать,мысленно сказал [внутренняя речь],EXTENDED,manual_existing,1,,внутренняя реплика
PHR_037,PHRASE,внутренняя речь,INNER_SPEECH,PHRASE,мысленно произнес,мысленно произнести,мысленно произнес [внутренняя речь],EXTENDED,manual_existing,1,,внутренняя реплика
PHR_038,PHRASE,внутренняя речь,INNER_SPEECH,PHRASE,мысленно повторил,мысленно повторить,мысленно повторил [внутренняя речь],EXTENDED,manual_existing,1,,внутреннее повторение
PHR_039,PHRASE,внутренняя речь,INNER_SPEECH,PHRASE,сказал про себя,сказать про себя,сказал про себя [внутренняя речь],EXTENDED,manual_existing,1,,внутренняя речь
PHR_040,PHRASE,внутренняя речь,INNER_SPEECH,PHRASE,проговорил про себя,проговорить про себя,проговорил про себя [внутренняя речь],EXTENDED,manual_existing,1,,внутренняя речь
PHR_041,PHRASE,внутренняя речь,INNER_SPEECH,PHRASE,повторил про себя,повторить про себя,повторил про себя [внутренняя речь],EXTENDED,manual_existing,1,,внутренняя речь
PHR_042,PHRASE,внутренняя речь,THINK_GENERAL,PHRASE,подумал про себя,подумать про себя,подумал про себя [внутренняя речь],EXTENDED,manual_existing,1,,внутренняя мысль
PHR_043,PHRASE,внутренняя речь,ВНУТРЕННЯЯ_РЕЧЬ,PHRASE,спросил себя,спросить себя,спросил себя [внутренняя речь],EXTENDED,manual_existing,1,,внутренний вопрос
PHR_044,PHRASE,внутренняя речь,ВНУТРЕННЯЯ_РЕЧЬ,PHRASE,спрашивал себя,спрашивать себя,спрашивал себя [внутренняя речь],EXTENDED,manual_existing,1,,внутренний вопрос
PHR_045,PHRASE,внутренняя речь,ВНУТРЕННЯЯ_РЕЧЬ,PHRASE,твердил себе,твердить себя,твердил себе [внутренняя речь],EXTENDED,manual_existing,1,,внутреннее повторение
PHR_046,PHRASE,внутренняя речь,DECIDE,PHRASE,решил про себя,решить про себя,решил про себя [внутренняя речь],EXTENDED,manual_existing,1,,внутреннее решение
PHR_096,PHRASE,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,PHRASE,рассудить так,рассудить так,рассудить так [рассуждение / вывод],EXTENDED,manual_existing,1,,логическое заключение
PHR_097,PHRASE,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,PHRASE,рассуждать о,рассуждать о,рассуждать о [рассуждение / вывод],EXTENDED,manual_existing,1,,рассуждение
PHR_098,PHRASE,рассуждение / вывод,PROMPT_TO_THINK,PHRASE,сообразить сразу,сообразить сразу,сообразить сразу [рассуждение / вывод],EXTENDED,manual_existing,1,,быстрое соображение
PHR_099,PHRASE,рассуждение / вывод,PROMPT_TO_THINK,PHRASE,сообразить что,сообразить что,сообразить что [рассуждение / вывод],EXTENDED,manual_existing,1,,соображение
PHR_100,PHRASE,рассуждение / вывод,HEAD_MIND,PHRASE,прикинуть в уме,прикинуть в ум,прикинуть в уме [рассуждение / вывод],EXTENDED,manual_existing,1,,ментальная оценка
PHR_101,PHRASE,рассуждение / вывод,PRACTICAL_INTELLECTION,PHRASE,смекнуть дело,смекнуть дело,смекнуть дело [рассуждение / вывод],EXTENDED,manual_existing,1,,догадка/соображение
PHR_102,PHRASE,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,PHRASE,сделать вывод,сделать вывод,сделать вывод [рассуждение / вывод],EXTENDED,manual_existing,1,,логический вывод
PHR_103,PHRASE,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,PHRASE,прийти к выводу,прийти к вывод,прийти к выводу [рассуждение / вывод],EXTENDED,manual_existing,1,,логический вывод
PHR_104,PHRASE,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,PHRASE,счесть нужным,счесть нужный,счесть нужным [рассуждение / вывод],EXTENDED,manual_existing,1,,оценочное решение
PHR_105,PHRASE,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,PHRASE,счесть возможным,счесть возможный,счесть возможным [рассуждение / вывод],EXTENDED,manual_existing,1,,оценочное решение
PHR_106,PHRASE,фразеология мышления,HEAD_MIND,PHRASE,пораскинуть мозгами,пораскинуть мозг,пораскинуть мозгами [фразеология мышления],EXTENDED,manual_existing,1,,исходный пример руководителя
PHR_107,PHRASE,фразеология мышления,HEAD_MIND,PHRASE,выкинуть из головы,выкинуть из голова,выкинуть из головы [фразеология мышления],EXTENDED,manual_existing,1,,устойчивый оборот
PHR_108,PHRASE,фразеология мышления,HEAD_MIND,PHRASE,не выходит из головы,не выходить из голова,не выходит из головы [фразеология мышления],EXTENDED,manual_existing,1,,устойчивый оборот
PHR_109,PHRASE,фразеология мышления,HEAD_MIND,PHRASE,держать в голове,держать в голова,держать в голове [фразеология мышления],EXTENDED,manual_existing,1,,устойчивый оборот
PHR_110,PHRASE,фразеология мышления,HEAD_MIND,PHRASE,ломать голову,ломать голова,ломать голову [фразеология мышления],EXTENDED,manual_existing,1,,устойчивый оборот
PHR_111,PHRASE,фразеология мышления,OBSESSIVE_THOUGHT,PHRASE,не давать покоя,не давать покой,не давать покоя [фразеология мышления],EXTENDED,manual_existing,1,,устойчивый оборот
PHR_112,PHRASE,фразеология мышления,HEAD_MIND,PHRASE,раскинуть умом,раскинуть ум,раскинуть умом [фразеология мышления],EXTENDED,manual_existing,1,,устойчивый оборот
PHR_113,PHRASE,фразеология мышления,HEAD_MIND,PHRASE,прикинуть умом,прикинуть ум,прикинуть умом [фразеология мышления],EXTENDED,manual_existing,1,,устойчивый оборот
PHR_114,PHRASE,фразеология мышления,HEAD_MIND,PHRASE,дойти своим умом,дойти свой ум,дойти своим умом [фразеология мышления],EXTENDED,manual_existing,1,,устойчивый оборот
PHR_115,PHRASE,фразеология мышления,HEAD_MIND,PHRASE,держать в уме,держать в ум,держать в уме [фразеология мышления],EXTENDED,manual_existing,1,,устойчивый оборот
PHR_116,PHRASE,фразеология мышления,HEAD_MIND,PHRASE,взять в ум,взять в ум,взять в ум [фразеология мышления],EXTENDED,manual_existing,1,,устойчивый оборот
PHR_117,PHRASE,фразеология мышления,HEAD_MIND,PHRASE,на ум нейдет,на ум идти,на ум нейдет [фразеология мышления],EXTENDED,manual_existing,1,,вариант с отрицанием
PHR_118,PHRASE,фразеология мышления,HEAD_MIND,PHRASE,из головы не шло,из голова не идти,из головы не шло [фразеология мышления],EXTENDED,manual_existing,1,,вариант с отрицанием
PHR_120,PHRASE,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,PHRASE,тревожная мысль,тревожный мысль,тревожная мысль [эмоционально окрашенная мысль],EXTENDED,manual_existing,1,,мысль с эмоциональной окраской
PHR_121,PHRASE,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,PHRASE,страшная мысль,страшный мысль,страшная мысль [эмоционально окрашенная мысль],EXTENDED,manual_existing,1,,мысль с эмоциональной окраской
PHR_122,PHRASE,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,PHRASE,горькая мысль,горький мысль,горькая мысль [эмоционально окрашенная мысль],EXTENDED,manual_existing,1,,мысль с эмоциональной окраской
PHR_123,PHRASE,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,PHRASE,тяжелая мысль,тяжелый мысль,тяжелая мысль [эмоционально окрашенная мысль],EXTENDED,manual_existing,1,,мысль с эмоциональной окраской
PHR_124,PHRASE,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,PHRASE,одна только мысль,один только мысль,одна только мысль [эмоционально окрашенная мысль],EXTENDED,manual_existing,1,,концентрированное переживание
PHR_177,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,долго раздумывал,долго раздумывал,долго раздумывал [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_178,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,стал раздумывать,стать раздумывать,стал раздумывать [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_179,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,начал раздумывать,начал раздумывать,начал раздумывать [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_180,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,принялся раздумывать,принялся раздумывать,принялся раздумывать [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_181,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,раздумывал над этим,раздумывал над этим,раздумывал над этим [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_182,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,раздумывал о случившемся,раздумывал о случившемся,раздумывал о случившемся [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_183,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,раздумывал о жизни,раздумывал о жизни,раздумывал о жизни [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_184,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,раздумывал о войне,раздумывал о войне,раздумывал о войне [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_185,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,раздумывал о доме,раздумывал о доме,раздумывал о доме [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_186,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,раздумывал о своем,раздумывал о своем,раздумывал о своем [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_187,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,молча раздумывал,молча раздумывал,молча раздумывал [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_188,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,тяжело раздумывал,тяжело раздумывал,тяжело раздумывал [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_189,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,мучительно раздумывал,мучительно раздумывал,мучительно раздумывал [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_190,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,невесело раздумывал,невесело раздумывал,невесело раздумывал [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_191,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,размышлял над этим,размышлял над этим,размышлял над этим [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_192,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,размышлял о прошлом,размышлял о прошлом,размышлял о прошлом [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_193,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,размышлял о будущем,размышлял о будущем,размышлял о будущем [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_194,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,размышлял о судьбе,размышлял о судьбе,размышлял о судьбе [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_195,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,размышлял о жизни,размышлял о жизни,размышлял о жизни [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_196,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,принялся размышлять,принялся размышлять,принялся размышлять [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_197,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,начал размышлять,начал размышлять,начал размышлять [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_198,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,долго размышлял,долго размышлял,долго размышлял [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_199,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,обдумывал случившееся,обдумывал случившееся,обдумывал случившееся [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_200,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,обдумывал решение,обдумывал решение,обдумывал решение [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_201,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,обдумывал ответ,обдумывал ответ,обдумывал ответ [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_202,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,обдумывал слова,обдумывал слова,обдумывал слова [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_203,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,обдумывал поступок,обдумывал поступок,обдумывал поступок [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_204,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,обдумывал дорогу,обдумывал дорогу,обдумывал дорогу [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_205,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,обдумывал план,обдумывал план,обдумывал план [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_206,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,обдумывал положение,обдумывал положение,обдумывал положение [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_207,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,обдумывал разговор,обдумывал разговор,обдумывал разговор [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_208,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,обдумывал каждое слово,обдумывал каждое слово,обдумывал каждое слово [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_209,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,обдумал все,обдумал все,обдумал все [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_210,PHRASE,голова / ум как орган мышления,REFLECT_GENERAL,PHRASE,обдумал хорошенько,обдумал хорошенько,обдумал хорошенько [голова / ум как орган мышления],EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
