sent_id,sent_text,word_count,encoding
19675,"Ты, поганка, казаков жидам продал!",5,utf-8
19676,Понятно?,1,utf-8
19677,Ишо сказать?,2,utf-8
19678,"Христоня, обнимая, отвел в сторону взбесившегося Григория.",7,utf-8
19679,"— Пойдем, стал быть, к коням.",5,utf-8
19680,Ходу!,1,utf-8
19681,Нам с тобой тут делать нечего.,6,utf-8
19682,"Господи божа, что делается с людьми!..",6,utf-8
19683,"Они пошли, потом остановились, заслышав голос Подтелкова.",7,utf-8
19684,"Облепленный фронтовиками и стариками, он высоким страстным голосом выкрикивал:
— Темные вы… слепые!",12,utf-8
19685,Слепцы вы!,2,utf-8
19686,"Заманули вас офицерья, заставили кровных братов убивать!",7,utf-8
19687,"Вы думаете, ежли нас побьете, так этим кончится?",8,utf-8
19688,Нет!,1,utf-8
19689,"Нынче ваш верх, а завтра уж вас будут расстреливать!",9,utf-8
19690,Советская власть установится по всей России.,6,utf-8
19691,Вот попомните мои слова!,4,utf-8
19692,Зря кровь вы чужую льете!,5,utf-8
19693,Глупые вы люди!,3,utf-8
19694,— Мы и с энтими этак управимся! — выскочил какой-то старик.,9,utf-8
19695,"— Всех, дед, не перестреляете, — улыбнулся Подтелков.",6,utf-8
19696,— Всю Россию на виселицу не вздернешь.,6,utf-8
19697,Береги свою голову!,3,utf-8
19698,"Вспомянетесь вы после, да поздно будет!",6,utf-8
19699,— Ты нам не грози!,4,utf-8
19700,— Я не грожу.,3,utf-8
19701,Я вам дорогу указываю.,4,utf-8
19702,"— Ты сам, Подтелков, слепой!",4,utf-8
19703,Москва тебе очи залепила!,4,utf-8
19704,"Григорий, не дослушав, пошел, почти побежал к двору, где, привязанный, слыша стрельбу, томился его конь.",15,utf-8
19705,"Подтянув подпруги, Григорий и Христоня намётом выехали из хутора, — не оглядываясь, перевалили через бугор.",14,utf-8
19706,"А в Пономареве все еще пыхали дымками выстрелы: вешенские, каргинские, боковские, краснокутские, милютинские казаки расстреливали казанских, мигулинских, раздорских, кумшатских, баклановских казаков…",21,utf-8
19707,Яму набили доверху.,3,utf-8
19708,Присыпали землей.,2,utf-8
19709,Притоптали ногами.,2,utf-8
19710,"Двое офицеров, в черных масках, взяли Подтелкова и Кривошлыкова, подвели к виселице.",12,utf-8
19711,"Подтелков мужественно, гордо подняв голову, взобрался на табурет, расстегнул на смуглой толстой шее воротник сорочки и сам, не дрогнув ни одним мускулом, надел на шею намыленную петлю.",27,utf-8
19712,"Кривошлыкова подвели, один из офицеров помог ему подняться на табурет, он же накинул петлю.",14,utf-8
19713,"— Дозвольте перед смертью последнее слово сказать, — попросил Подтелков.",8,utf-8
19714,— Говори!,1,utf-8
19715,— Просим! — закричали фронтовики.,3,utf-8
19716,"Подтелков повел рукой по поредевшей толпе:
— Глядите, сколько мало осталось, кто желал бы глядеть на нашу смерть.",17,utf-8
19717,Совесть убивает!,2,utf-8
19718,"Мы за трудовой народ, за его интересы дрались с генеральской псюрней, не щадя живота, и теперь вот гибнем от вашей руки!",21,utf-8
19719,Но мы вас не клянем!..,5,utf-8
19720,Вы — горько обманутые!,3,utf-8
19721,"Заступит революционная власть, и вы поймете, на чьей стороне была правда.",11,utf-8
19722,Лучших сынов тихого Дона поклали вы вот в эту яму…,10,utf-8
19723,"Поднялся возрастающий говор, голос Подтелкова зазвучал невнятней.",7,utf-8
19724,"Воспользовавшись этим, один из офицеров ловким ударом выбил из-под ног Подтелкова табурет.",12,utf-8
19725,"Все большое грузное тело Подтелкова, вихнувшись, рванулось вниз, и ноги достали земли.",12,utf-8
19726,"Петля, захлестнувшая горло, душила, заставляла тянуться вверх.",7,utf-8
19727,"Он приподнялся на цыпочки — упираясь в сырую притолоченную землю большими пальцами босых ног, хлебнул воздуха и, обводя вылезшими из орбит глазами притихшую толпу, негромко сказал:
— Ишо не научились вешать…",29,utf-8
19728,"Кабы мне пришлось, уж ты бы, Спиридонов, не достал земли…",10,utf-8
19729,Изо рта его обильно пошла слюна.,6,utf-8
19730,"Офицеры в масках и ближние казаки затомашились, с трудом подняли на табурет обессилевшее тяжелое тело.",15,utf-8
19731,"Кривошлыкову не дали окончить речь: табурет вылетел из-под ног, стукнулся о брошенную кем-то лопату.",14,utf-8
19732,"Сухой, мускулистый Кривошлыков долго раскачивался, то сжимаясь в комок так, что согнутые колени касались подбородка, то вновь вытягиваясь в судороге…",20,utf-8
19733,"Он еще жил в конвульсиях, еще ворочал черным, упавшим на сторону языком, когда из под ног Подтелкова вторично вырвали табурет.",20,utf-8
19734,"Вновь грузно рванулось вниз тело, лопнул на плече шов кожаной куртки, и опять кончики пальцев достали земли.",17,utf-8
19735,Толпа казаков глухо охнула.,4,utf-8
19736,"Некоторые, крестясь, стали расходиться.",4,utf-8
19737,"Столь велика была наступившая растерянность, что с минуту все стояли как завороженные, не без страха глядя на чугуневшее лицо Подтелкова.",20,utf-8
19738,"Но он был безмолвен, горло засмыкнула петля.",7,utf-8
19739,"Он только поводил глазами, из которых ручьями падали слезы, да, кривя рот, пытаясь облегчить страдания, весь мучительно и страшно тянулся вверх.",21,utf-8
19740,Кто-то догадался: лопатой начал подрывать землю.,6,utf-8
19741,"Спеша рвал из-под ног Подтелкова комочки земли, и с каждым взмахом все прямее обвисало тело, все больше удлинялась шея и запрокидывалась на спину чуть курчавая голова.",26,utf-8
19742,"Веревка едва выдерживала шестипудовую тяжесть; потрескивая у перекладины, она тихо качалась, и, повинуясь ее ритмичному ходу, раскачивался Подтелков, поворачиваясь во все стороны, словно показывая убийцам свое багрово-черное лицо и грудь, залитую горячими потоками слюны и слез.",36,utf-8
19743,"XXXI
Мишка Кошевой и Валет только на вторую ночь вышли из Каргинской.",12,utf-8
19744,"Туман пенился в степи, клубился в балках, ник в падинах, лизал отроги яров.",13,utf-8
19745,"Опушенные им, светлели курганы.",4,utf-8
19746,Кричали в молодой траве перепела.,5,utf-8
19747,"Да в небесной вышине плавал месяц, как полнозрелый цветок кувшинки в заросшем осокой и лещуком пруду.",16,utf-8
19748,Шли до зари.,3,utf-8
19749,Выцвели уже Стожары.,3,utf-8
19750,Пала роса.,2,utf-8
19751,Близился хутор Нижне-Яблоновский.,3,utf-8
19752,"И вот тут-то, в трех верстах от хутора, на гребне догнали их казаки.",13,utf-8
19753,"Шесть всадников шли за ними, топча следы.",7,utf-8
19754,"Кинулись было Мишка с Валетом в сторону, но трава низка, месяц светел…",12,utf-8
19755,Попались…,1,utf-8
19756,Погнали их обратно.,3,utf-8
19757,Саженей сто двигались молча.,4,utf-8
19758,Потом выстрел…,2,utf-8
19759,"Валет, путая ногами, пошел боком, боком, как лошадь, испугавшаяся своей тени.",11,utf-8
19760,"И не упал, а как-то прилег, неловко, лицом в сизый куст полынка.",12,utf-8
19761,"Минут пять шел Мишка, не чуя тела, звон колыхался в ушах, на сухом вязли ноги.",15,utf-8
19762,"Потом спросил:
— Чего же не стреляете, сукины дети?",8,utf-8
19763,Чего томите?,2,utf-8
19764,"— Иди, иди.",2,utf-8
19765,Помалкивай! — ласково сказал один из казаков.,6,utf-8
19766,"— Мужика убили, а тебя прижалели.",5,utf-8
19767,Ты в Двенадцатом в германскую был?,6,utf-8
19768,— В Двенадцатом.,2,utf-8
19769,— Ишо послужишь в Двенадцатом.,4,utf-8
19770,Парень ты молодой.,3,utf-8
19771,"Заблудился трошки, ну, да это не беда.",7,utf-8
19772,Вылечим!,1,utf-8
19773,«Лечил» Мишку через три дня военно-полевой суд в станице Каргинской.,10,utf-8
19774,Было у суда в те дни две меры наказания: расстрел и розги.,12,utf-8
19775,"Приговоренных к расстрелу ночью выгоняли за станицу, за Песчаный курган, а тех, кого надеялись исправить, розгами наказывали публично на площади.",20,utf-8
19776,"В воскресенье с утра, как только поставили среди площади скамью, начал сходиться народ.",13,utf-8
19777,"Забили всю площадь, полно набралось на прилавках, на сложенных у сараев пластинах, на крышах домов, лавок.",16,utf-8
19778,Первого выпороли Александрова — сына грачевского попа.,6,utf-8
19779,"Рьяным слыл большевиком, по делу — расстрелять бы, но отец — хороший поп, всеми уважаемый, решили на суде всыпать поповскому сыну десятка два розог.",22,utf-8
19780,"С Александрова спустили штаны, разложили голоштанного на лавке, один казак сел на ноги (руки связали под лавкой), двое с пучками таловых хворостин стали по бокам.",25,utf-8
19781,Всыпали.,1,utf-8
19782,"Встал Александров, отряхнулся и, собирая штаны, раскланялся на все четыре стороны.",11,utf-8
19783,"Уж больно рад был человек, что не расстреляли, поэтому раскланялся и поблагодарил:
— Спасибо, господа старики!",15,utf-8
19784,— Носи на здоровье! — ответил кто-то.,5,utf-8
19785,"И такой дружный гогот пошел по площади, что даже арестованные, сидевшие тут же неподалеку, в сарае, заулыбались.",17,utf-8
19786,Всыпали и Мишке по приговору двадцать горячих.,7,utf-8
19787,Но еще горячее боли был стыд.,6,utf-8
19788,Вся станица — и стар и мал — смотрела.,7,utf-8
19789,"Подобрал Мишка шаровары и, чуть не плача, сказал поровшему его казаку:
— Непорядки!",12,utf-8
19790,— А чем?,2,utf-8
19791,"— Голова думала, а ж… отвечает.",5,utf-8
19792,Срамота на всю жисть!,4,utf-8
19793,"— Ничего, стыд не дым, глаза не выест, — утешал казак и, желая сделать приятное наказанному, сказал: — А крепок ты, паренек: раза два рубанул я тебя неплохо, хотелось, чтоб крикнул ты… гляжу: нет, не добьешься от этого крику.",36,utf-8
19794,Надысь одного секли — обмарался голубок.,5,utf-8
19795,"Значит, кишка у него тонка.",5,utf-8
19796,"На другой же день, согласно приговору, отправили Мишку на фронт.",10,utf-8
19797,"Валета через двое суток прибрали: двое яблоновских казаков, посланных хуторским атаманом, вырыли неглубокую могилу, долго сидели, свесив в нее ноги, покуривая.",21,utf-8
19798,"— Твердая тут на отводе земля, — сказал один.",7,utf-8
19799,— Железо прямо-таки!,2,utf-8
19800,"Сроду ить не пахалась, захрясла от давних времен.",8,utf-8
19801,"— Да… в хорошей земле придется парню лежать, на вышине…",9,utf-8
19802,"Ветры тут, сушь, солнце…",4,utf-8
19803,Не скоро испортится.,3,utf-8
19804,"Они поглядели на прижавшегося к траве Валета, встали.",8,utf-8
19805,— Разуем?,1,utf-8
19806,"— А то чего ж, на нем сапоги ишо добрые.",9,utf-8
19807,Положили в могилу по-христиански: головой на запад; присыпали густым черноземом.,10,utf-8
19808,"— Притопчем? — спросил казак помоложе, когда могила сровнялась с краями.",9,utf-8
19809,"— Не надо, пущай так, — вздохнул другой.",6,utf-8
19810,— Затрубят ангелы на Страшный суд — все он проворней на ноги встанет…,11,utf-8
19811,"Через полмесяца зарос махонький холмик подорожником и молодой полынью, заколосился на нем овсюг, пышным цветом выжелтилась сбоку сурепка, махорчатыми кистками повис любушка-донник, запахло чабрецом, молочаем и медвянкой.",27,utf-8
19812,"Вскоре приехал с ближнего хутора какой-то старик, вырыл в головах могилы ямку, поставил на свежеоструганном дубовом устое часовню.",18,utf-8
19813,"Под треугольным навесом ее в темноте теплился скорбный лик Божьей Матери, внизу на карнизе навеса мохнатилась черная вязь славянского письма:
В годину смуты и разврата
Не осудите, братья, брата.",29,utf-8
19814,"Старик уехал, а в степи осталась часовня горюнить глаза прохожих и проезжих извечно унылым видом, будить в сердцах невнятную тоску.",20,utf-8
19815,"И еще — в мае бились возле часовни стрепета, выбили в голубом полынке точок, примяли возле зеленый разлив зреющего пырея: бились за самку, за право на жизнь, на любовь, на размножение.",30,utf-8
19816,"А спустя немного тут же возле часовни, под кочкой, под лохматым покровом старюки-полыни, положила самка стрепета девять дымчато-синих крапленых яиц и села на них, грея их теплом своего тела, защищая глянцево оперенным крылом.",33,utf-8
19817,"Как ты, батюшка, славный тихий Дон,
Ты кормилец наш, Дон Иванович,
Про тебя лежит слава добрая,
Слава добрая, речь хорошая,
Как, бывало, ты все быстер бежишь,
Ты быстер бежишь, все чистехонек,
А теперь ты, Дон, все мутен течешь,
Помутился весь сверху донизу.",42,utf-8
19818,"Речь возговорит славный тихий Дон:
«Уж как то мне все мутну не быть,
Распустил я своих ясных соколов,
Ясных соколов — донских казаков.",22,utf-8
19819,"Размываются без них мои круты бережки,
Высыпаются без них косы желтым песком».",12,utf-8
19820,"Старинная казачья песня

I
В апреле 1918 года на Дону завершился великий раздел: казаки-фронтовики северных округов — Хоперского, Усть-Медведицкого и частично Верхне-Донского — пошли с отступавшими частями красноармейцев; казаки низовских округов гнали их и теснили к границам области.",36,utf-8
19821,"Хоперцы ушли с красными почти поголовно, усть-медведицкие — наполовину, верхнедонцы — лишь в незначительном числе.",13,utf-8
19822,Только в 1918 году история окончательно разделила верховцев с низовцами.,10,utf-8
19823,"Но начало раздела намечалось еще сотни лет назад, когда менее зажиточные казаки северных округов, не имевшие ни тучных земель Приазовья, ни виноградников, ни богатых охотничьих и рыбных промыслов, временами откалывались от Черкасска, чинили самовольные набеги на великоросские земли и служили надежнейшим оплотом всем бунтарям, начиная с Разина и кончая Секачом.",50,utf-8
19824,"Даже в позднейшие времена, когда все Войско глухо волновалось, придавленное державной десницей, верховские казаки поднимались открыто и, руководимые своими атаманами, трясли царевы устои: бились с коронными войсками, грабили на Дону караваны, переметывались на Волгу и подбивали на бунт сломленное Запорожье.",40,utf-8
19825,К концу апреля Дон на две трети был оставлен красными.,10,utf-8
19826,"После того как явственно наметилась необходимость создания областной власти, руководящими чинами боевых групп, сражавшихся на юге, было предложено созвать Круг.",20,utf-8
19827,На 28 апреля в Новочеркасске назначен был сбор членов Временного донского правительства и делегатов от станиц и войсковых частей.,19,utf-8
19828,"На хуторе Татарском была получена от вешенского станичного атамана бумага, извещавшая о том, что в станице Вешенской 22-го сего месяца состоится станичный сбор для выборов делегатов на Войсковой круг.",29,utf-8
19829,Мирон Григорьевич Коршунов прочитал на сходе бумагу.,7,utf-8
19830,"Хутор послал в Вешенскую его, деда Богатырева и Пантелея Прокофьевича.",10,utf-8
19831,На станичном сборе в числе остальных делегатов на Круг избрали и Пантелея Прокофьевича.,13,utf-8
19832,"Из Вешенской возвратился он в тот же день, а на другой решил вместе со сватом ехать в Миллерово, чтобы загодя попасть в Новочеркасск (Мирону Григорьевичу нужно было приобрести в Миллерове керосину, мыла и еще кое-чего по хозяйству, да, кстати, хотел и подработать, закупив Мохову для мельницы сит и баббиту).",49,utf-8
19833,Выехали на зорьке.,3,utf-8
19834,Бричку легко несли вороные Мирона Григорьевича.,6,utf-8
19835,Сваты рядком сидели в расписной цветастой люльке.,7,utf-8
19836,"Выбрались на бугор, разговорились; в Миллерове стояли немцы, поэтому-то Мирон Григорьевич и спросил не без опаски:
— А что, сваток, не забастуют нас германцы?",23,utf-8
19837,"Лихой народ, в рот им дышлину!",6,utf-8
19838,"— Нет, — уверил Пантелей Прокофьевич.",4,utf-8
19839,"— Матвей Кашулин надысь был там, гутарил — робеют немцы…",8,utf-8
19840,Опасаются казаков трогать.,3,utf-8
19841,— Ишь ты!,2,utf-8
19842,"— Мирон Григорьевич усмехнулся в лисью рыжевень бороды и поиграл вишневым кнутовищем; он, видно успокоившись, перевел разговор: — Какую же власть установить, как думаешь?",22,utf-8
19843,— Атамана посодим.,2,utf-8
19844,Своего!,1,utf-8
19845,Казака!,1,utf-8
19846,— Давай бог!,2,utf-8
19847,Выбирайте лучше!,2,utf-8
19848,"Шшупайте генералов, как цыган лошадей.",5,utf-8
19849,Чтоб без браку был.,4,utf-8
19850,— Выберем.,1,utf-8
19851,Умными головами ишо не обеднел Дон.,6,utf-8
19852,"— Так, так, сваток…",3,utf-8
19853,Их и дураков не сеют — сами родятся.,7,utf-8
19854,"— Мирон Григорьевич сощурился, грусть легла на его веснушчатое лицо.",9,utf-8
19855,"— Я своего Митьку думал в люди вывести, хотел, чтоб на офицера учился, а он и приходской не кончил, убег на вторую зиму.",22,utf-8
19856,"На минуту умолкли, думая о сыновьях, ушедших куда-то вслед большевикам.",10,utf-8
19857,"Бричку лихорадило по кочковатой дороге; правый вороной засекался, щелкая нестертой подковой; качалась люлька, и, как рыбы на нересте, терлись бок о бок тесно сидевшие сваты.",25,utf-8
19858,— Гдей-то наши казаки? — вздохнул Пантелей Прокофьевич.,6,utf-8
19859,— Пошли по Хопру.,3,utf-8
19860,"Федотка Калмык вернулся из Кумылженской, конь у него загубился.",9,utf-8
19861,"Гутарил, кубытъ, держут шлях на Тишанскую станицу.",7,utf-8
19862,Опять замолчали.,2,utf-8
19863,Спины холодил ветерок.,3,utf-8
19864,"Позади, за Доном, на розовом костре зари величаво и безмолвно сгорали леса, луговины, озера, плешины полян.",16,utf-8
19865,"Краюхой желтого сотового меда лежало песчаное взгорье, верблюжьи горбы бурунов скупо отсвечивали бронзой.",13,utf-8
19866,Весна шла недружно.,3,utf-8
19867,"Аквамариновая прозелень лесов уже сменилась богатым густо-зеленым опереньем, зацветала степь, сошла полая вода, оставив в займище бесчисленное множество озер-блесток, а в ярах под крутыми склонами еще жался к суглинку изъеденный ростепелью снег, белел вызывающе-ярко.",34,utf-8
19868,"На вторые сутки к вечеру приехали в Миллерово, заночевали у знакомого украинца, жившего под бурым боком элеватора.",17,utf-8
19869,"Утром, позавтракав, Мирон Григорьевич запряг лошадей, поехал к магазинам.",9,utf-8
19870,Беспрепятственно миновал железнодорожный переезд и тут первый раз в жизни увидел немцев.,12,utf-8
19871,Трое ландштурмистов шли ему наперерез.,5,utf-8
19872,"Один из них, мелкорослый, заросший до уши курчавой каштановой бородой, позывно махнул рукой.",13,utf-8
19873,"Мирон Григорьевич натянул вожжи, беспокойно и выжидающе жуя губами.",9,utf-8
19874,Немцы подошли.,2,utf-8
19875,"Рослый упитанный пруссак, искрясь белозубой улыбкой, сказал товарищу:
— Вот самый доподлинный казак!",12,utf-8
19876,"Смотри, он даже в казачьей форме!",6,utf-8
19877,"Его сыновья, по всей вероятности, дрались с нами.",8,utf-8
19878,Давайте его живьем отправим в Берлин.,6,utf-8
19879,Это будет прелюбопытнейший экспонат!,4,utf-8
19880,"— Нам нужны его лошади, а он пусть идет к черту! — без улыбки ответил клешнятый, с каштановой бородой.",17,utf-8
19881,"Он опасливо околесил лошадей, подошел к бричке.",7,utf-8
19882,"— Слезай, старик.",2,utf-8
19883,Нам необходимы твои лошади — перевезти вот с этой мельницы к вокзалу партию муки.,13,utf-8
19884,"Ну же, слезай, тебе говорят!",5,utf-8
19885,За лошадьми придешь к коменданту.,5,utf-8
19886,"— Немец указал глазами на мельницу и жестом, не допускавшим сомнений в назначении его, пригласил Мирона Григорьевича сойти.",17,utf-8
19887,"Двое остальных пошли к мельнице, оглядываясь, смеясь.",7,utf-8
19888,Мирон Григорьевич оделся иссера-желтым румянцем.,5,utf-8
19889,"Намотав на грядушку люльки вожжи, он молодо прыгнул с брички, зашел наперед лошадям.",13,utf-8
19890,"«Свата нет, — мельком подумал он и похолодел.",7,utf-8
19891,— Заберут коней!,2,utf-8
19892,"Эх, врюхался!",2,utf-8
19893,Черт понес!»,2,utf-8
19894,"Немец, плотно сжав губы, взял Мирона Григорьевича за рукав, указал знаком, чтобы шел к мельнице.",15,utf-8
19895,— Оставь!,1,utf-8
19896,— Мирон Григорьевич потянулся вперед и побледнел заметней.,7,utf-8
19897,— Не трожь чистыми руками!,4,utf-8
19898,Не дам коней!,3,utf-8
19899,По голосу его немец догадался о смысле ответа.,8,utf-8
19900,"У него вдруг хищно ощерился рот, оголив иссиня-чистые зубы, зрачки угрожающе расширились, голос залязгал властно и крикливо.",17,utf-8
19901,"Немец взялся за ремень висевшей на плече винтовки, и в этот миг Мирон Григорьевич вспомнил молодость: бойцовским ударом, почти не размахиваясь, ахнул его по скуле.",25,utf-8
19902,От удара у того с хряском мотнулась голова и лопнул на подбородке ремень каски.,14,utf-8
19903,"Упал немец плашмя и, пытаясь подняться, выронил изо рта бордовый комок сгустелой крови.",13,utf-8
19904,"Мирон Григорьевич ударил еще раз, уже по затылку, зиркнул по сторонам и, нагнувшись, рывком выхватил винтовку.",16,utf-8
19905,В этот момент мысль его работала быстро и невероятно четко.,10,utf-8
19906,"Поворачивая лошадей, он уже знал, что в спину ему немец не выстрелит, и боялся лишь, как бы не увидели из-за железнодорожного забора или с путей часовые.",26,utf-8
19907,Даже на скачках не ходили вороные таким бешеным намётом!,9,utf-8
19908,Даже на свадьбах не доставалось так колесам брички!,8,utf-8
19909,"«Господи, унеси!",2,utf-8
19910,"Ослобони, Господи!",2,utf-8
19911,"Во имя Отца!..» — мысленно шептал Мирон Григорьевич, не снимая с конских спин кнута.",13,utf-8
19912,"Природная жадность чуть не погубила его: хотел заехать на квартиру за оставленной полстью; но разум осилил, — повернул в сторону.",19,utf-8
19913,"Двадцать верст до слободы Ореховой летел он, как после сам говорил, шибче, чем пророк Илья на своей колеснице.",18,utf-8
19914,"В Ореховой заскочил к знакомому украинцу и, ни жив ни мертв, рассказал хозяину о происшествии, попросил укрыть его и лошадей.",20,utf-8
19915,"Украинец укрыть — укрыл, но предупредил:
— Я сховаю, но як будуть дуже пытать, то я, Григорич, укажу, бо мэни ж расчету нэма!",21,utf-8
19916,"Хатыну спалють, тай и на мэнэ наденуть шворку.",8,utf-8
19917,"— Уж ты укрой, родимый!",4,utf-8
19918,"Да я тебя отблагодарю, чем хошь!",6,utf-8
19919,"Только от смерти отведи, схорони где-нибудь, — овец пригоню гурт!",9,utf-8
19920,"Десятка первеющих овец не пожалею! — упрашивал и сулил Мирон Григорьевич, закатывая бричку под навес сарая.",15,utf-8
19921,Пуще смерти боялся он погони.,5,utf-8
19922,"Простоял во дворе у украинца до вечера и смылся, едва смерклось.",11,utf-8
19923,"Всю дорогу от Ореховой скакал по-оглашенному, с лошадей по обе стороны сыпалось мыло, бричка тарахтела так, что на колесах спицы сливались, и опомнился лишь под хутором Нижне-Яблоновским.",27,utf-8
19924,"Не доезжая его, из-под сиденья достал отбитую винтовку, поглядел на ремень, исписанный изнутри чернильным карандашом, облегченно крякнул:
— А что — догнали, чертовы сыны?",22,utf-8
19925,Мелко вы плавали!,3,utf-8
19926,Овец украинцу так и не пригнал.,6,utf-8
19927,"Осенью побывал проездом, на выжидающий взгляд хозяина ответил:
— Овечки-то у нас попередохли.",12,utf-8
19928,Плохо насчет овечков…,3,utf-8
19929,А вот груш с собственного саду привез тебе по доброй памяти!,11,utf-8
19930,"— Высыпал из брички меры две избитых за дорогу груш, сказал, отводя шельмовские глаза в сторону: — Груши у нас хороши-расхороши… улежалые… — и распрощался.",22,utf-8
19931,"В то время, когда Мирон Григорьевич скакал из Миллерова, сват его торчал на вокзале.",14,utf-8
19932,"Молодой немецкий офицер написал пропуск, через переводчика расспросил Пантелея Прокофьевича и, закуривая дешевую сигару, покровительственно сказал:
— Поезжайте, только помните, что вам необходима разумная власть.",24,utf-8
19933,"Выбирайте президента, царя, кого угодно, лишь при условии, что этот человек не будет лишен государственного разума и сумеет вести лояльную по отношению к нашему государству политику.",26,utf-8
19934,Пантелей Прокофьевич посматривал на немца довольно недружелюбно.,7,utf-8
19935,"Он не был склонен вести разговоры и, получив пропуск, сейчас же пошел покупать билет.",14,utf-8
19936,"В Новочеркасске поразило его обилие молодых офицеров: они толпами расхаживали по улицам, сидели в ресторанах, гуляли с барышнями, сновали около атаманского дворца и здания судебных установлений, где должен был открыться Круг.",31,utf-8
19937,"В общежитии для делегатов Пантелей Прокофьевич встретил нескольких станичников, одного знакомого из Еланской станицы.",14,utf-8
19938,"Среди делегатов преобладали казаки, офицеров было немного, и всего лишь несколько десятков — представителей станичной интеллигенции.",15,utf-8
19939,Шли неуверенные толки о выборе областной власти.,7,utf-8
19940,Ясно намечалось одно: выбрать должны — атамана.,6,utf-8
19941,"Назывались популярные имена казачьих генералов, обсуждались кандидатуры.",7,utf-8
19942,"Вечером в день приезда, после чая, Пантелей Прокофьевич присел было в своей комнате пожевать домашних харчишек.",16,utf-8
19943,"Он разложил звено вяленого сазана, отрезал хлеба.",7,utf-8
19944,"К нему подсели двое мигулинцев, подошли еще несколько человек.",9,utf-8
19945,"Разговор начался с положения на фронте, постепенно перешел к выборам власти.",11,utf-8
19946,"— Лучше покойного Каледина — царство ему небесное! — не сыскать, — вздохнул сивобородый шумилинец.",11,utf-8
19947,"— Почти что, — согласился еланский.",4,utf-8
19948,"Один из присутствовавших при разговоре, подъесаул, делегат Бессергеневской станицы, не без горячности заговорил:
— Как это нет подходящего человека?",18,utf-8
19949,"Что вы, господа?",3,utf-8
19950,А генерал Краснов?,3,utf-8
19951,— Какой это Краснов?,3,utf-8
19952,— Как то есть какой?,4,utf-8
19953,"И не стыдно спрашивать, господа?",5,utf-8
19954,"Знаменитый генерал, командир Третьего конного корпуса, умница, георгиевский кавалер, талантливый полководец!",11,utf-8
19955,"Восторженная, захлебывающаяся речь подъесаула взбеленила делегата, представителя одной из фронтовых частей.",11,utf-8
19956,— А я вам говорю фактично: знаем мы его таланты!,9,utf-8
19957,Никудышный генерал!,2,utf-8
19958,В германскую войну отличался неплохо.,5,utf-8
19959,"Так и захряс бы в бригадных, кабы не революция!",9,utf-8
19960,"— Как же это вы, голубчик, говорите, не зная генерала Краснова?",10,utf-8
19961,"И потом, как вы вообще смеете отзываться подобным образом о всеми уважаемом генерале?",13,utf-8
19962,"Вы, по всей вероятности, забыли, что вы рядовой казак?",9,utf-8
19963,"Подъесаул уничтожающе цедил ледяные слова, и казак растерялся, оробел, — тушуясь, забормотал:
— Я, ваше благородие, говорю, как сам служил под ихним начальством…",21,utf-8
19964,Он на астрицком фронте наш полк на колючие заграждения посадил!,10,utf-8
19965,Потому и считаем мы его никудышным…,6,utf-8
19966,А там кто его знает…,5,utf-8
19967,"Может, совсем навыворот…",3,utf-8
19968,— А за что ему Георгия дали?,6,utf-8
19969,Дурак!,1,utf-8
19970,"— Пантелей Прокофьевич подавился сазаньей костью; откашлявшись, напал на фронтовика: — Понабрались дурацкого духу, всех поносите, все вам нехороши…",17,utf-8
19971,Ишь какую моду взяли!,4,utf-8
19972,Поменьше б гутарили — не было б такой разрухи.,8,utf-8
19973,А то ума много нажили.,5,utf-8
19974,Пустобрехи!,1,utf-8
19975,"Черкасня, низовцы горой стояли за Краснова.",6,utf-8
19976,Старикам был по душе генерал — георгиевский кавалер; многие служили с ним в японскую войну.,14,utf-8
19977,"Офицеров прельщало прошлое Краснова: гвардеец, светский, блестяще образованный генерал, бывший при дворе и в свите его императорского величества.",18,utf-8
19978,"Либеральную интеллигенцию удовлетворяло то обстоятельство, что Краснов не только генерал, человек строя и военной муштровки, но как-никак и писатель, чьи рассказы из быта офицерства с удовольствием читались в свое время в приложениях к «Ниве»; а раз писатель, — значит, все же культурный человек.",42,utf-8
