hit_type,marker_id,sent_id,token_idx,token_end_idx,target_lemma,target_surface,sent_text,prev_sent_text,next_sent_text,context_window,overlaps_phrase,phrase_overlap_ids,is_noise,noise_reason,count_in_main_stats,hit_id,marker_label,microtheme,phrase_family,unit_type,marker_source,precision_level,source_type,risk_comment,unit_raw,unit_norm,MelekhovLink,MelekhovEvidence,Perspective,PerspectiveEvidence,PerspectiveConfidence,SpeakerDetected,AddresseeDetected,OthersSpeechAct,BookId,Book,PartId,Part
WORD,S1_001,5573,0,0,думать,Думаешь,"Думаешь, угоняешься за длинным рублем?","Петро посидел на крылечке, расспросил о работе, харчах, жалованье; на все придакивая, жевал обгрызенный окомелок усины и, выведав, сказал Григорию на прощанье:
— Шел бы ты домой жить, хвост-то ломать нечего.",— Я за ним не гоняюсь.,"Петро посидел на крылечке, расспросил о работе, харчах, жалованье; на все придакивая, жевал обгрызенный окомелок усины и, выведав, сказал Григорию на прощанье:
— Шел бы ты домой жить, хвост-то ломать нечего. Думаешь, угоняешься за длинным рублем? — Я за ним не гоняюсь.",False,,False,,True,135,думать [процесс размышления],процесс размышления,WORD_CORE,WORD,S1,CORE,curated,,думать,думать,PROBABLE,prev_sentence:Григорию,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,1,Книга первая,2,Часть вторая
WORD,ALEX_012,5659,7,7,догадаться,догадался,"Вглядываясь в пышущий жаром рот Аксиньи, скорее догадался, чем разобрал:
— Пу-по-вину пер-гры-зи… за-вя-жи ниткой… от ру-ба-хи…","Ошалевший Григорий соскочил на землю и путано, как стреноженный, шагнул к задку повозки.","Григорий прыгающими пальцами выдернул из рукава своей бязевой рубахи пучок ниток, зажмурясь до боли в глазах, перегрыз пуповину и надежно завязал кровоточащий отросток нитками.","Ошалевший Григорий соскочил на землю и путано, как стреноженный, шагнул к задку повозки. Вглядываясь в пышущий жаром рот Аксиньи, скорее догадался, чем разобрал:
— Пу-по-вину пер-гры-зи… за-вя-жи ниткой… от ру-ба-хи… Григорий прыгающими пальцами выдернул из рукава своей бязевой рубахи пучок ниток, зажмурясь до боли в глазах, перегрыз пуповину и надежно завязал кровоточащий отросток нитками.",False,,False,,True,139,догадаться [понимание / ясность],понимание / ясность,WORD_ALEXANDROVA,WORD,ALEXANDROVA,CORE,dictionary,,догадаться,догадаться,PROBABLE,prev_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,1,Книга первая,2,Часть вторая
WORD,S1_011,5806,4,4,мысль,мысли,"Аксинья пробовала уснуть, но мысли разметывали сон, как ветер копну сена.","Григорий повернулся на бок, сказал внятно:
— На хуторе Ольшанском… — и смолк.","Она до света продумала об этой бессвязной фразе, подыскивая к ней отгадку…","Григорий повернулся на бок, сказал внятно:
— На хуторе Ольшанском… — и смолк. Аксинья пробовала уснуть, но мысли разметывали сон, как ветер копну сена. Она до света продумала об этой бессвязной фразе, подыскивая к ней отгадку…",False,,False,,True,142,мысль [мысленный акт/реплика],мысленный акт/реплика,WORD_CORE,WORD,S1,CORE,curated,,мысль,мысль,PROBABLE,prev_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,1,Книга первая,2,Часть вторая
WORD,S1_004,5935,7,7,решить,решили,"К концу обмера чины, посоветовавшись за столом, решили:
— В армию.",Чирьяки это.,"— В Двенадцатый полк, Мелехов.","Чирьяки это. К концу обмера чины, посоветовавшись за столом, решили:
— В армию. — В Двенадцатый полк, Мелехов.",False,,False,,True,146,решить [решение],решение,WORD_CORE,WORD,S1,CORE,curated,,решить,решить,PROBABLE,next_sentence:Мелехов,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,1,Книга первая,2,Часть вторая
WORD,S1_011,6103,18,18,мысль,мысль,"Пантелей Прокофьевич заставлял Дуняшку или Петра перечитывать их по нескольку раз, вдумываясь в затаенную меж строк неведомую Григорьеву мысль.","На сообщение о том, что Наталья пришла к отцу, ответил сдержанно, просил передать ей поклон; содержание писем его было уклончиво и мутно.","Перед Пасхой он в письме прямо поставил вопрос о том, будет ли Григорий по возвращении со службы жить с женой или по-прежнему с Аксиньей.","На сообщение о том, что Наталья пришла к отцу, ответил сдержанно, просил передать ей поклон; содержание писем его было уклончиво и мутно. Пантелей Прокофьевич заставлял Дуняшку или Петра перечитывать их по нескольку раз, вдумываясь в затаенную меж строк неведомую Григорьеву мысль. Перед Пасхой он в письме прямо поставил вопрос о том, будет ли Григорий по возвращении со службы жить с женой или по-прежнему с Аксиньей.",False,,False,,True,152,мысль [мысленный акт/реплика],мысленный акт/реплика,WORD_CORE,WORD,S1,CORE,curated,,мысль,мысль,PROBABLE,next_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,1,Книга первая,3,Часть третья
WORD,ALEX_008,6182,1,1,вспоминать,вспоминали,"Старики вспоминали минувшие войны, делились предположениями:
— Не бывать войне, по урожаю видать.","Мелехов Пантелей, беседуя на майдане со стариками, веско доказывал:
— Пишет Григорий наш, что астрицкий царь наезжал на границу и отдал приказ, чтоб всю свою войску согнать в одну месту и идтить на Москву и Петербург.",— Урожай тут ни при чем.,"Мелехов Пантелей, беседуя на майдане со стариками, веско доказывал:
— Пишет Григорий наш, что астрицкий царь наезжал на границу и отдал приказ, чтоб всю свою войску согнать в одну месту и идтить на Москву и Петербург. Старики вспоминали минувшие войны, делились предположениями:
— Не бывать войне, по урожаю видать. — Урожай тут ни при чем.",False,,False,,True,154,вспоминать [память / воспоминание],память / воспоминание,WORD_ALEXANDROVA,WORD,ALEXANDROVA,CORE,dictionary,,вспоминать,вспоминать,PROBABLE,prev_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,1,Книга первая,3,Часть третья
WORD,S1_017,6455,0,0,понять,Понял,Понял?,"— Вот что, — Григорий оторвал от сруба голову, — ежели когда ты вдаришь меня — все одно убью!","Вахмистр изумленно зевал квадратным сазаньим ртом, не находил ответа.","— Вот что, — Григорий оторвал от сруба голову, — ежели когда ты вдаришь меня — все одно убью! Понял? Вахмистр изумленно зевал квадратным сазаньим ртом, не находил ответа.",False,,False,,True,161,понять [понимание / ясность],понимание / ясность,WORD_CORE,WORD,S1,CORE,curated,,понять,понять,PROBABLE,prev_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,1,Книга первая,3,Часть третья
WORD,S1_016,6533,7,7,помнить,помнил,"У дверей ему кто-то, он даже не помнил кто, деловито и ясно сказал:
— Вякнешь кому — истинный Христос, убьем!","Григорий прыгнул с перегородки, растирая ладонью горло; он задыхался.",Ну?,"Григорий прыгнул с перегородки, растирая ладонью горло; он задыхался. У дверей ему кто-то, он даже не помнил кто, деловито и ясно сказал:
— Вякнешь кому — истинный Христос, убьем! Ну?",False,,False,,True,163,помнить [память / воспоминание],память / воспоминание,WORD_CORE,WORD,S1,CORE,curated,,помнить,помнить,PROBABLE,prev_sentence:Григорий+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,1,Книга первая,3,Часть третья
WORD,S1_020,6533,11,11,ясно,ясно,"У дверей ему кто-то, он даже не помнил кто, деловито и ясно сказал:
— Вякнешь кому — истинный Христос, убьем!","Григорий прыгнул с перегородки, растирая ладонью горло; он задыхался.",Ну?,"Григорий прыгнул с перегородки, растирая ладонью горло; он задыхался. У дверей ему кто-то, он даже не помнил кто, деловито и ясно сказал:
— Вякнешь кому — истинный Христос, убьем! Ну?",False,,False,,True,164,ясно [понимание / ясность],понимание / ясность,WORD_CORE,WORD,S1,CORE,curated,,ясно,ясно,PROBABLE,prev_sentence:Григорий+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,1,Книга первая,3,Часть третья
WORD,S1_011,6985,2,2,мысль,мысль,"Выхолощенная страхом мысль путала в голове тяжелый, застывающий клубок.","В середине грудной клетки Григория словно одубело то, что до атаки суетливо гоняло кровь, он не чувствовал ничего, кроме звона в ушах и боли в пальцах левой ноги.",Первым упал с коня хорунжий Ляховский.,"В середине грудной клетки Григория словно одубело то, что до атаки суетливо гоняло кровь, он не чувствовал ничего, кроме звона в ушах и боли в пальцах левой ноги. Выхолощенная страхом мысль путала в голове тяжелый, застывающий клубок. Первым упал с коня хорунжий Ляховский.",False,,False,,True,171,мысль [мысленный акт/реплика],мысленный акт/реплика,WORD_CORE,WORD,S1,CORE,curated,,мысль,мысль,PROBABLE,prev_sentence:Григория,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,1,Книга первая,3,Часть третья
WORD,S1_002,7785,2,2,подумать,подумал,"«Нового купили», — подумал и перевел взгляд на лицо брата, странно измененное давностью последнего свидания, загорелое, с подрезанными усами пшеничного цвета и обожженными солнцем серебристыми бровями.","Собрав на скулах рытвинки морщин, Григорий вглядывался, стараясь узнать под Петром коня.","Григорий пошел ему навстречу, сняв фуражку, помахивая рукой, как на ученье.","Собрав на скулах рытвинки морщин, Григорий вглядывался, стараясь узнать под Петром коня. «Нового купили», — подумал и перевел взгляд на лицо брата, странно измененное давностью последнего свидания, загорелое, с подрезанными усами пшеничного цвета и обожженными солнцем серебристыми бровями. Григорий пошел ему навстречу, сняв фуражку, помахивая рукой, как на ученье.",False,,False,,True,182,подумать [инициация мысли],инициация мысли,WORD_CORE,WORD,S1,CORE,curated,,подумать,подумать,PROBABLE,prev_sentence:Григорий,OTHERS_NEAR_HERO,direct_speech;unknown_speaker;hero_near,LOW,UNKNOWN,,STATEMENT,1,Книга первая,3,Часть третья
WORD,S1_017,8730,8,8,понять,понял,"Он ощутил во рту горячий рассол крови и понял, что падает, — откуда-то сбоку, кружась, стремительно неслась на него одетая жнивьем земля.",Страшный удар в голову сзади вырвал у Григория сознание.,Жестокий толчок при падении на секунду вернул его к действительности.,"Страшный удар в голову сзади вырвал у Григория сознание. Он ощутил во рту горячий рассол крови и понял, что падает, — откуда-то сбоку, кружась, стремительно неслась на него одетая жнивьем земля. Жестокий толчок при падении на секунду вернул его к действительности.",False,,False,,True,216,понять [понимание / ясность],понимание / ясность,WORD_CORE,WORD,S1,CORE,curated,,понять,понять,PROBABLE,prev_sentence:Григория+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,1,Книга первая,3,Часть третья
WORD,S1_011,8735,4,4,мысль,мысль,"«Все», — змейкой скользнула облегчающая мысль.","В последний раз открыл Григорий глаза, увидел раздутые розовые ноздри лошади, чей-то пронизавший стремя сапог.",Гул и черная пустота.,"В последний раз открыл Григорий глаза, увидел раздутые розовые ноздри лошади, чей-то пронизавший стремя сапог. «Все», — змейкой скользнула облегчающая мысль. Гул и черная пустота.",False,,False,,True,217,мысль [мысленный акт/реплика],мысленный акт/реплика,WORD_CORE,WORD,S1,CORE,curated,,мысль,мысль,PROBABLE,prev_sentence:Григорий,OTHERS_NEAR_HERO,direct_speech;unknown_speaker;hero_near,LOW,UNKNOWN,,STATEMENT,1,Книга первая,3,Часть третья
WORD,S1_001,9527,5,5,думать,думая,"Лежала, ни о чем не думая, раздавленная неизъяснимой тоской…","Наталья отошла от имения версты три, прилегла под кустом дикого терна.",Перед глазами ее неотступно маячили на лице ребенка угрюмоватые черные глаза Григория.,"Наталья отошла от имения версты три, прилегла под кустом дикого терна. Лежала, ни о чем не думая, раздавленная неизъяснимой тоской… Перед глазами ее неотступно маячили на лице ребенка угрюмоватые черные глаза Григория.",False,,False,,True,249,думать [процесс размышления],процесс размышления,WORD_CORE,WORD,S1,CORE,curated,,думать,думать,PROBABLE,next_sentence:Григория,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,1,Книга первая,3,Часть третья
WORD,S1_018,9537,0,0,осознать,Осознав,"Осознав случившееся с ним, чувствуя неотвратимо подступающий ужас, он полз на четвереньках, скрипя зубами.","Григорий смотрел, не мигая, широко открытыми глазами; ему казалось, это — не звезды, а полные голубовато-желтые неведомые плоды висят на черенках листьев.","Боль играла с ним, валила его навзничь…","Григорий смотрел, не мигая, широко открытыми глазами; ему казалось, это — не звезды, а полные голубовато-желтые неведомые плоды висят на черенках листьев. Осознав случившееся с ним, чувствуя неотвратимо подступающий ужас, он полз на четвереньках, скрипя зубами. Боль играла с ним, валила его навзничь…",False,,False,,True,250,осознать [понимание / ясность],понимание / ясность,WORD_CORE,WORD,S1,CORE,curated,,осознать,осознать,PROBABLE,prev_sentence:Григорий+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,1,Книга первая,3,Часть третья
WORD,S1_016,9650,3,3,помнить,помню,"— Я уже не помню, когда ел, — улыбнулся он виновато.",На его место устало присел Григорий.,По городу двигались части 3-го корпуса.,"На его место устало присел Григорий. — Я уже не помню, когда ел, — улыбнулся он виновато. По городу двигались части 3-го корпуса.",False,,False,,True,252,помнить [память / воспоминание],память / воспоминание,WORD_CORE,WORD,S1,CORE,curated,,помнить,помнить,PROBABLE,prev_sentence:Григорий+pronoun,OTHERS_NEAR_HERO,direct_speech;unknown_speaker;hero_near,LOW,UNKNOWN,,STATEMENT,1,Книга первая,3,Часть третья
WORD,S1_004,9819,9,9,решить,решило,"XXII
На Юго-Западном фронте в районе Шевеля командование армии решило грандиозной кавалерийской атакой прорвать фронт противника и кинуть в тыл ему большой кавалерийский отряд, которому надлежало совершить рейд вдоль фронта, разрушая по пути коммуникационные линии, дезорганизуя части противника внезапными налетами.","— Мелехов, пойдемте, посмотрим ваш глаз, — сказала она низким грудным голосом и посторонилась, пропуская Григория в коридор.","На успешное осуществление этого плана командование возлагало большие надежды; небывалое количество конницы было стянуто к указанному району; в числе остальных кавалерийских полков был переброшен на этот участок и казачий полк, в котором служил сотник Листницкий.","— Мелехов, пойдемте, посмотрим ваш глаз, — сказала она низким грудным голосом и посторонилась, пропуская Григория в коридор. XXII
На Юго-Западном фронте в районе Шевеля командование армии решило грандиозной кавалерийской атакой прорвать фронт противника и кинуть в тыл ему большой кавалерийский отряд, которому надлежало совершить рейд вдоль фронта, разрушая по пути коммуникационные линии, дезорганизуя части противника внезапными налетами. На успешное осуществление этого плана командование возлагало большие надежды; небывалое количество конницы было стянуто к указанному району; в числе остальных кавалерийских полков был переброшен на этот участок и казачий полк, в котором служил сотник Листницкий.",False,,False,,True,255,решить [решение],решение,WORD_CORE,WORD,S1,CORE,curated,,решить,решить,PROBABLE,prev_sentence:Мелехов+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,1,Книга первая,3,Часть третья
WORD,S1_002,10006,8,8,подумать,подумал,"Уже лежа в постели, потирая пухлую, мягкую грудь, подумал: «С точки зрения честного человека — это подло, безнравственно.",Его подмывало бодрящее веселье.,Григорий…,"Его подмывало бодрящее веселье. Уже лежа в постели, потирая пухлую, мягкую грудь, подумал: «С точки зрения честного человека — это подло, безнравственно. Григорий…",False,,False,,True,263,подумать [инициация мысли],инициация мысли,WORD_CORE,WORD,S1,CORE,curated,,подумать,подумать,PROBABLE,next_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,1,Книга первая,3,Часть третья
WORD,S1_017,10233,11,11,понять,понять,"Зарывшись головой в подушку, вздрагивая плечами, лежал несколько минут; нельзя было понять — плакал он или смеялся, но встал с сухими, проясневшими глазами.",После отъезда высоких гостей Григорий упал на койку.,Его сейчас же вызвал в кабинет заведующий госпиталем.,"После отъезда высоких гостей Григорий упал на койку. Зарывшись головой в подушку, вздрагивая плечами, лежал несколько минут; нельзя было понять — плакал он или смеялся, но встал с сухими, проясневшими глазами. Его сейчас же вызвал в кабинет заведующий госпиталем.",False,,False,,True,269,понять [понимание / ясность],понимание / ясность,WORD_CORE,WORD,S1,CORE,curated,,понять,понять,PROBABLE,prev_sentence:Григорий+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,1,Книга первая,3,Часть третья
WORD,S1_004,10261,1,1,решить,решил,"Он решил переночевать на первом хуторе по Чиру, чтобы на следующий день засветло добраться до Ягодного.","Сойдя с дороги, Григорий пошел по влажно хрупкой, скованной морозцем траве.","Уже за полночь пришел на хутор Грачев, в крайнем дворе заночевал и вышел, чуть только поредели лиловые утренние сумерки.","Сойдя с дороги, Григорий пошел по влажно хрупкой, скованной морозцем траве. Он решил переночевать на первом хуторе по Чиру, чтобы на следующий день засветло добраться до Ягодного. Уже за полночь пришел на хутор Грачев, в крайнем дворе заночевал и вышел, чуть только поредели лиловые утренние сумерки.",False,,False,,True,271,решить [решение],решение,WORD_CORE,WORD,S1,CORE,curated,,решить,решить,PROBABLE,prev_sentence:Григорий+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,1,Книга первая,3,Часть третья
WORD,S1_001,10350,6,6,думать,думаю,"Хотела тебе гостинцев послать, а потом думаю, погожу, — может, от него письмо получу…",Ты получил от меня последнюю письмо?,Она изредка взглядывала на Григория.,"Ты получил от меня последнюю письмо? Хотела тебе гостинцев послать, а потом думаю, погожу, — может, от него письмо получу… Она изредка взглядывала на Григория.",False,,False,,True,274,думать [процесс размышления],процесс размышления,WORD_CORE,WORD,S1,CORE,curated,,думать,думать,PROBABLE,next_sentence:Григория,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,1,Книга первая,3,Часть третья
WORD,S1_014,11394,6,6,вспомнить,вспомнил,"Лежа здесь, на холме, он почему-то вспомнил ту ночь, когда с хутора Нижне-Яблоновского шел в Ягодное к Аксинье; с режущей болью вспомнил и ее.","Григорий, щурясь, глядел на нее, и от ледяного света звезды, неяркого, но остро коловшего глаза, под ресницами выступали такие же холодные слезы.","Память вылепила неясные, стертые временем бесконечно дорогие и чуждые линии лица.","Григорий, щурясь, глядел на нее, и от ледяного света звезды, неяркого, но остро коловшего глаза, под ресницами выступали такие же холодные слезы. Лежа здесь, на холме, он почему-то вспомнил ту ночь, когда с хутора Нижне-Яблоновского шел в Ягодное к Аксинье; с режущей болью вспомнил и ее. Память вылепила неясные, стертые временем бесконечно дорогие и чуждые линии лица.",False,,False,,True,312,вспомнить [память / воспоминание],память / воспоминание,WORD_CORE,WORD,S1,CORE,curated,,вспомнить,вспомнить,PROBABLE,prev_sentence:Григорий+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,2,Книга вторая,4,Часть четвертая
WORD,S1_014,11394,21,21,вспомнить,вспомнил,"Лежа здесь, на холме, он почему-то вспомнил ту ночь, когда с хутора Нижне-Яблоновского шел в Ягодное к Аксинье; с режущей болью вспомнил и ее.","Григорий, щурясь, глядел на нее, и от ледяного света звезды, неяркого, но остро коловшего глаза, под ресницами выступали такие же холодные слезы.","Память вылепила неясные, стертые временем бесконечно дорогие и чуждые линии лица.","Григорий, щурясь, глядел на нее, и от ледяного света звезды, неяркого, но остро коловшего глаза, под ресницами выступали такие же холодные слезы. Лежа здесь, на холме, он почему-то вспомнил ту ночь, когда с хутора Нижне-Яблоновского шел в Ягодное к Аксинье; с режущей болью вспомнил и ее. Память вылепила неясные, стертые временем бесконечно дорогие и чуждые линии лица.",False,,False,,True,313,вспомнить [память / воспоминание],память / воспоминание,WORD_CORE,WORD,S1,CORE,curated,,вспомнить,вспомнить,PROBABLE,prev_sentence:Григорий+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,2,Книга вторая,4,Часть четвертая
WORD,S1_014,11403,1,1,вспомнить,вспомнил,"Он вспомнил те недели, которые провел на хуторе Татарском, в семье, после разрыва с Аксиньей; по ночам — жадные, опустошающие ласки Натальи, словно старавшейся вознаградить за свою прежнюю девическую холодность; днями — внимательное, почти заискивающее отношение семьи, почет, с каким встречали хуторные первого георгиевского кавалера.",Отдельные куски несвязных воспоминаний затемняли образ Аксиньи.,"Григорий всюду, даже в семье, ловил боковые, изумленно-почтительные взгляды, — его разглядывали так, как будто не верили, что он — тот самый Григорий, некогда своевольный и веселый парень.","Отдельные куски несвязных воспоминаний затемняли образ Аксиньи. Он вспомнил те недели, которые провел на хуторе Татарском, в семье, после разрыва с Аксиньей; по ночам — жадные, опустошающие ласки Натальи, словно старавшейся вознаградить за свою прежнюю девическую холодность; днями — внимательное, почти заискивающее отношение семьи, почет, с каким встречали хуторные первого георгиевского кавалера. Григорий всюду, даже в семье, ловил боковые, изумленно-почтительные взгляды, — его разглядывали так, как будто не верили, что он — тот самый Григорий, некогда своевольный и веселый парень.",False,,False,,True,314,вспомнить [память / воспоминание],память / воспоминание,WORD_CORE,WORD,S1,CORE,curated,,вспомнить,вспомнить,PROBABLE,next_sentence:Григорий+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,2,Книга вторая,4,Часть четвертая
WORD,S1_016,11411,15,15,помнить,помнишь,"Год от рождения тебе сравнялся, и по давнишнему казачьему обычаю вынес я тебя на баз — помнишь, старуха? — и посадил верхом на коня.","— Я знал, Гришка, — подвыпив, на прощанье говорил Пантелей Прокофьевич и, волнуясь, гладил серебряные с чернью волосы, — знал давно, что из тебя добрый казак выйдет.","А ты, сукин сын, цап его за гриву ручонками!..","— Я знал, Гришка, — подвыпив, на прощанье говорил Пантелей Прокофьевич и, волнуясь, гладил серебряные с чернью волосы, — знал давно, что из тебя добрый казак выйдет. Год от рождения тебе сравнялся, и по давнишнему казачьему обычаю вынес я тебя на баз — помнишь, старуха? — и посадил верхом на коня. А ты, сукин сын, цап его за гриву ручонками!..",False,,False,,True,315,помнить [память / воспоминание],память / воспоминание,WORD_CORE,WORD,S1,CORE,curated,,помнить,помнить,PROBABLE,prev_sentence:Гришка,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,2,Книга вторая,4,Часть четвертая
WORD,S1_004,11548,2,2,решить,решил,"— Вонючее мясо, — решил Чубатый.","Чубатый, нагнувшись над своим котелком, ворочал ноздрями, кривился, и, невольно подражая ему, так же двигал ноздрями, морщил тусклое лицо Кошевой.","Он брезгливо отставил котелок, глянул на Григория.","Чубатый, нагнувшись над своим котелком, ворочал ноздрями, кривился, и, невольно подражая ему, так же двигал ноздрями, морщил тусклое лицо Кошевой. — Вонючее мясо, — решил Чубатый. Он брезгливо отставил котелок, глянул на Григория.",False,,False,,True,322,решить [решение],решение,WORD_CORE,WORD,S1,CORE,curated,,решить,решить,PROBABLE,next_sentence:Григория,OTHERS_NEAR_HERO,direct_speech;speech_verb_other:Чубатый;hero_near,LOW,Чубатый,,STATEMENT,2,Книга вторая,4,Часть четвертая
WORD,S1_013,14823,5,5,мыслить,мыслю,"Изварин терпеливо разъяснял:
— Я не мыслю самостоятельного и обособленного существования одной Донской области.","— Как же мы без России будем жить, ежели у нас, окромя пшеницы, ничего нету? — спрашивал Григорий.","На основах федерации, то есть объединения, мы будем жить совместно с Кубанью, Тереком и горцами Кавказа.","— Как же мы без России будем жить, ежели у нас, окромя пшеницы, ничего нету? — спрашивал Григорий. Изварин терпеливо разъяснял:
— Я не мыслю самостоятельного и обособленного существования одной Донской области. На основах федерации, то есть объединения, мы будем жить совместно с Кубанью, Тереком и горцами Кавказа.",False,,False,,True,484,мыслить [мысленный акт/реплика],мысленный акт/реплика,WORD_CORE,WORD,S1,CORE,curated,,мыслить,мыслить,PROBABLE,prev_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,2,Книга вторая,5,Часть пятая
WORD,S1_021,14848,8,8,рассуждать,Рассуждают,"Углом избочив бровь, смешливо морща нос, Изварин кхакал:
— Рассуждают?","Обуреваемый противоречиями, Григорий осторожно расспрашивал о большевиках:
— А вот скажи, Ефим Иваныч, большевики, по-твоему, как они — правильно али нет рассуждают?",Кха-кха…,"Обуреваемый противоречиями, Григорий осторожно расспрашивал о большевиках:
— А вот скажи, Ефим Иваныч, большевики, по-твоему, как они — правильно али нет рассуждают? Углом избочив бровь, смешливо морща нос, Изварин кхакал:
— Рассуждают? Кха-кха…",False,,False,,True,487,рассуждать [рассуждение / вывод],рассуждение / вывод,WORD_CORE,WORD,S1,CORE,curated,,рассуждать,рассуждать,PROBABLE,prev_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,2,Книга вторая,5,Часть пятая
WORD,S1_004,15552,2,2,решить,решили,Ты знаешь… решили делегатов посылать от хутора в Каменскую.,"— Были все хуторные фронтовики, Петро Мелехов не был.",Там десятого января съезд фронтовиков.,"— Были все хуторные фронтовики, Петро Мелехов не был. Ты знаешь… решили делегатов посылать от хутора в Каменскую. Там десятого января съезд фронтовиков.",False,,False,,True,516,решить [решение],решение,WORD_CORE,WORD,S1,CORE,curated,,решить,решить,PROBABLE,prev_sentence:Мелехов,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,2,Книга вторая,5,Часть пятая
WORD,S1_017,16115,4,4,понять,понял,"Нежданно услышав про Листницкого, понял, что не заросла давностью старая ранка: тронь неосторожным словом, — закровоточит.","Он не ощущал с былой силой злобы к врагу, но знал, что, если встретится с ним теперь, в условиях начавшейся Гражданской войны, — быть между ними крови.","За давнее сладко отомстил бы Григорий — за то, что по вине проклятого человека выцвела жизнь и осталась на месте прежней полнокровной большой радости сосущая голодная тоска, линялая выцветень.","Он не ощущал с былой силой злобы к врагу, но знал, что, если встретится с ним теперь, в условиях начавшейся Гражданской войны, — быть между ними крови. Нежданно услышав про Листницкого, понял, что не заросла давностью старая ранка: тронь неосторожным словом, — закровоточит. За давнее сладко отомстил бы Григорий — за то, что по вине проклятого человека выцвела жизнь и осталась на месте прежней полнокровной большой радости сосущая голодная тоска, линялая выцветень.",False,,False,,True,533,понять [понимание / ясность],понимание / ясность,WORD_CORE,WORD,S1,CORE,curated,,понять,понять,PROBABLE,next_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,2,Книга вторая,5,Часть пятая
WORD,ALEX_008,16123,7,7,вспоминать,вспоминал,"Ходил как одурманенный, уже чаще, чем обычно, вспоминал Аксинью, и горечь плавилась во рту, каменело сердце.","Все последующие дни Григорий, как ни старался загасить тлевшую в душе боль, — не мог.","Думал о Наталье, детишках, но радость от этого приходила зазубренная временем, изжитая давностью.","Все последующие дни Григорий, как ни старался загасить тлевшую в душе боль, — не мог. Ходил как одурманенный, уже чаще, чем обычно, вспоминал Аксинью, и горечь плавилась во рту, каменело сердце. Думал о Наталье, детишках, но радость от этого приходила зазубренная временем, изжитая давностью.",False,,False,,True,534,вспоминать [память / воспоминание],память / воспоминание,WORD_ALEXANDROVA,WORD,ALEXANDROVA,CORE,dictionary,,вспоминать,вспоминать,PROBABLE,prev_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,2,Книга вторая,5,Часть пятая
