hit_type,marker_id,sent_id,token_idx,token_end_idx,target_lemma,target_surface,sent_text,prev_sent_text,next_sent_text,context_window,overlaps_phrase,phrase_overlap_ids,is_noise,noise_reason,count_in_main_stats,hit_id
PHRASE,PHR_343,23594,2,5,стать понимать,стал ничего не понимает,"Чисто дите стал, ничего не понимает.",Хучь силом с него сымай.,"— Нехай тешится, недолго уж ему…","Хучь силом с него сымай. Чисто дите стал, ничего не понимает. — Нехай тешится, недолго уж ему…",False,,False,,True,801
WORD,S1_017,23640,2,2,понять,понять,"Молодых вовсе понять нельзя, вроде зажмурки живут.",Об этих делах ноне толковать не со всяким можно…,"Один отступил, другой остался.","Об этих делах ноне толковать не со всяким можно… Молодых вовсе понять нельзя, вроде зажмурки живут. Один отступил, другой остался.",False,,False,,True,802
WORD,S1_016,23665,0,0,помнить,Помнишь,Помнишь небось?,"У нас раньше, я ишо парнем был, восемьдесят шесть лошадей было.","Скакуны были, хучь калмыка догоняй!","У нас раньше, я ишо парнем был, восемьдесят шесть лошадей было. Помнишь небось? Скакуны были, хучь калмыка догоняй!",False,,False,,True,803
WORD,S1_016,23670,2,2,помнить,помню,Как зараз помню.,"Выеду, оседламши, в степь, подыму зайца в бурьянах и сто сажен не отпущу — стопчу конем.",— По лицу Мирона Григорьевича пролегла горячая улыбка.,"Выеду, оседламши, в степь, подыму зайца в бурьянах и сто сажен не отпущу — стопчу конем. Как зараз помню. — По лицу Мирона Григорьевича пролегла горячая улыбка.",False,,False,,True,804
WORD,S1_001,23785,5,5,думать,думал,— Ты раньше будто не так думал.,"Ему, видно, тоже никто по совести не пришелся.","Мишка сказал с целью уязвить Григория, но тот и виду не подал, что замечание его задело.","Ему, видно, тоже никто по совести не пришелся. — Ты раньше будто не так думал. Мишка сказал с целью уязвить Григория, но тот и виду не подал, что замечание его задело.",False,,False,,True,805
WORD,S1_001,23787,7,7,думать,думали,— И я и ты — все мы по-разному думали…,"Мишка сказал с целью уязвить Григория, но тот и виду не подал, что замечание его задело.","Иван Алексеевич хотел, выпроводив Григория, передать Мишке поподробней о своей поездке и беседе с председателем, но разговор начал его волновать.","Мишка сказал с целью уязвить Григория, но тот и виду не подал, что замечание его задело. — И я и ты — все мы по-разному думали… Иван Алексеевич хотел, выпроводив Григория, передать Мишке поподробней о своей поездке и беседе с председателем, но разговор начал его волновать.",False,,False,,True,806
WORD,S1_017,23797,0,0,понять,Понял,Понял?,"Какой есть теперь, с таким и гутарь.","Власти тоже дюже не касайся, потому — я председатель, и мне тут с тобой негоже спорить.","Какой есть теперь, с таким и гутарь. Понял? Власти тоже дюже не касайся, потому — я председатель, и мне тут с тобой негоже спорить.",False,,False,,True,807
WORD,S1_001,23860,2,2,думать,думаю,"Ежли я думаю за власть, так я — контра?",— Не ждал я от тебя…,Кадет?,"— Не ждал я от тебя… Ежли я думаю за власть, так я — контра? Кадет?",False,,False,,True,808
WORD,S1_001,23877,9,9,думать,думал,"Он, в сущности, только высказал вгорячах то, о чем думал эти дни, что копилось в нем и искало выхода.","Григорий шел, испытывая такое чувство, будто перешагнул порог, и то, что казалось неясным, неожиданно встало с предельной яркостью.","И оттого, что стал он на грани в борьбе двух начал, отрицая оба их, — родилось глухое неумолчное раздражение.","Григорий шел, испытывая такое чувство, будто перешагнул порог, и то, что казалось неясным, неожиданно встало с предельной яркостью. Он, в сущности, только высказал вгорячах то, о чем думал эти дни, что копилось в нем и искало выхода. И оттого, что стал он на грани в борьбе двух начал, отрицая оба их, — родилось глухое неумолчное раздражение.",False,,False,,True,809
WORD,S1_014,23883,0,0,вспомнить,Вспомнил,"Вспомнил, сказал с ненавистью:
— Такие, как Гришка, в драке только под ногами болтаются.","Помеха — Григорий, разговор с ним.",Паскуда!,"Помеха — Григорий, разговор с ним. Вспомнил, сказал с ненавистью:
— Такие, как Гришка, в драке только под ногами болтаются. Паскуда!",False,,False,,True,810
WORD,S1_001,23890,5,5,думать,думая,"Мишка только выругался в ответ, думая о чем-то своем.",Как дела?,"Прошли квартал, и Кошевой повернулся к Ивану Алексеевичу, на полных, девичьих губах его блуждала потерявшаяся улыбка.","Как дела? Мишка только выругался в ответ, думая о чем-то своем. Прошли квартал, и Кошевой повернулся к Ивану Алексеевичу, на полных, девичьих губах его блуждала потерявшаяся улыбка.",False,,False,,True,811
WORD,S1_001,23932,7,7,думать,думайте,— И к Петру: — Вы обо мне не думайте.,"Перед тем как выехать, он вскочил в кухню; целуя детишек, торопливо кидал:
— Гостинцев привезу, а вы тут не дурите, матерю слухайте.",Я далеко не поеду.,"Перед тем как выехать, он вскочил в кухню; целуя детишек, торопливо кидал:
— Гостинцев привезу, а вы тут не дурите, матерю слухайте. — И к Петру: — Вы обо мне не думайте. Я далеко не поеду.",False,,False,,True,812
WORD,S1_001,23943,17,17,думать,думал,"«Они воюют, чтобы им лучше жить, а мы за свою хорошую жизнь воевали, — все о том же думал Григорий под равномерный качкий ступ быков, полулежа в санях, кутая зипуном голову.","Около моховского магазина, занятого под продовольственный склад, перегрузили ящики со снарядами, тронулись.",— Одной правды нету в жизни.,"Около моховского магазина, занятого под продовольственный склад, перегрузили ящики со снарядами, тронулись. «Они воюют, чтобы им лучше жить, а мы за свою хорошую жизнь воевали, — все о том же думал Григорий под равномерный качкий ступ быков, полулежа в санях, кутая зипуном голову. — Одной правды нету в жизни.",False,,False,,True,813
WORD,S1_001,24000,2,2,думать,думаю,"Я так думаю, надо нам кое-кого…",Или ты не видишь ничего?,"Григория Мелехова надо взять, старика Болдырева, Матвея Кашулина, Мирона Коршунова.","Или ты не видишь ничего? Я так думаю, надо нам кое-кого… Григория Мелехова надо взять, старика Болдырева, Матвея Кашулина, Мирона Коршунова.",False,,False,,True,814
WORD,S1_001,24071,1,1,думать,думаю,"Если, думаю, жив остался, он будет в Татарском председателем!","Он шагнул к не успевшему встать Ивану Алексеевичу, уверенно обнял его и, целуя, касаясь лица мокрой бородой, сказал:
— Знал!","— Осип Давыдыч, вдарь!..","Он шагнул к не успевшему встать Ивану Алексеевичу, уверенно обнял его и, целуя, касаясь лица мокрой бородой, сказал:
— Знал! Если, думаю, жив остался, он будет в Татарском председателем! — Осип Давыдыч, вдарь!..",False,,False,,True,815
WORD,S1_004,24091,13,13,решить,решил,"Примчал я в Вешенскую, поговорил в ревкоме с народом и в первую очередь решил поехать в Татарский.","Политотдел Восьмой армии направил меня для работы в ваш округ, как некогда жившего здесь, так сказать, знакомого с условиями.","Дай, думаю, поживу у них, поработаю, помогу организовать дело, а потом уеду.","Политотдел Восьмой армии направил меня для работы в ваш округ, как некогда жившего здесь, так сказать, знакомого с условиями. Примчал я в Вешенскую, поговорил в ревкоме с народом и в первую очередь решил поехать в Татарский. Дай, думаю, поживу у них, поработаю, помогу организовать дело, а потом уеду.",False,,False,,True,816
WORD,S1_001,24092,1,1,думать,думаю,"Дай, думаю, поживу у них, поработаю, помогу организовать дело, а потом уеду.","Примчал я в Вешенскую, поговорил в ревкоме с народом и в первую очередь решил поехать в Татарский.","Видишь, старая дружба не забывается?","Примчал я в Вешенскую, поговорил в ревкоме с народом и в первую очередь решил поехать в Татарский. Дай, думаю, поживу у них, поработаю, помогу организовать дело, а потом уеду. Видишь, старая дружба не забывается?",False,,False,,True,817
WORD,S1_001,24124,1,1,думать,думал,"Я думал, им тюрьму дадут, а этак что же…",— Каких отправили мы ноне — расстреляли в Вешках!,Этак мы ничего тут не сделаем!,"— Каких отправили мы ноне — расстреляли в Вешках! Я думал, им тюрьму дадут, а этак что же… Этак мы ничего тут не сделаем!",False,,False,,True,818
WORD,S1_001,24188,1,1,думать,думаю,Я думаю — да!,Была ли необходимость расстреливать в данном случае этих людей?,"Может быть, не всех, но Коршунова, например, незачем исправлять!","Была ли необходимость расстреливать в данном случае этих людей? Я думаю — да! Может быть, не всех, но Коршунова, например, незачем исправлять!",False,,False,,True,819
WORD,S1_020,24190,1,1,ясно,ясно,Это ясно!,"Может быть, не всех, но Коршунова, например, незачем исправлять!","А вот Мелехов хоть и временно, а ускользнул.","Может быть, не всех, но Коршунова, например, незачем исправлять! Это ясно! А вот Мелехов хоть и временно, а ускользнул.",False,,False,,True,820
WORD,ALEX_012,24213,2,2,догадаться,догадался,"Он уже догадался, в чем дело.","Бабы так дружно взревелись, так взвизжались детишки, что Петро, ухватив с печурки кисет, стремглав вылетел в сенцы.","Постоял, покурил на крыльце.","Бабы так дружно взревелись, так взвизжались детишки, что Петро, ухватив с печурки кисет, стремглав вылетел в сенцы. Он уже догадался, в чем дело. Постоял, покурил на крыльце.",False,,False,,True,821
WORD,S1_004,24238,0,0,решить,Решил,Решил заехать в Вешенской к знакомому казаку и при его помощи попытаться выручить труп Мирона Григорьевича.,Петро изжевал усы и под конец согласился.,Выехал он в ночь.,Петро изжевал усы и под конец согласился. Решил заехать в Вешенской к знакомому казаку и при его помощи попытаться выручить труп Мирона Григорьевича. Выехал он в ночь.,False,,False,,True,822
WORD,S1_001,24287,0,0,думать,Думала,"— Думала, войдешь ты на своих ноженьках, хозяин наш, а тебя внесли, — чуть слышались ее шепот и всхлипы, дико похожие на смех.","Лукинична, выплакавшая все слезы, ползала в ногах мужа, опрятно одетых в белые смертные чулки, осиплая, простоволосая.",Петро из горенки вывел под руку деда Гришаку.,"Лукинична, выплакавшая все слезы, ползала в ногах мужа, опрятно одетых в белые смертные чулки, осиплая, простоволосая. — Думала, войдешь ты на своих ноженьках, хозяин наш, а тебя внесли, — чуть слышались ее шепот и всхлипы, дико похожие на смех. Петро из горенки вывел под руку деда Гришаку.",False,,False,,True,823
WORD,S1_017,24395,1,1,понять,понял,"Штокман понял по сдержанному шуму, по оживившимся лицам, что ворохнул речью казачьи сердца.",Чтобы не заглушили роста новой жизни!,Он не ошибся: начался разговор по душам.,"Чтобы не заглушили роста новой жизни! Штокман понял по сдержанному шуму, по оживившимся лицам, что ворохнул речью казачьи сердца. Он не ошибся: начался разговор по душам.",False,,False,,True,824
WORD,S1_001,24419,8,8,думать,думаем,"И я зараз скажу, что́ мы все, казаки, думаем и за что мы на коммунистов держим обиду…","Рубануть уж, так сплеча!","Вот ты, товарищ, рассказывал, что против хлеборобов-казаков вы не идете, какие вам не враги.","Рубануть уж, так сплеча! И я зараз скажу, что́ мы все, казаки, думаем и за что мы на коммунистов держим обиду… Вот ты, товарищ, рассказывал, что против хлеборобов-казаков вы не идете, какие вам не враги.",False,,False,,True,825
WORD,S1_017,24446,21,21,понять,поняли,"Гомон вспух, потопил слова Алешки, но тот переждал время и, не обращая внимания на поднятую руку Штокмана, продолжал выкрикивать:
— И мы поняли, что, может, Советская власть и хороша, но коммунисты, какие на должностях засели, норовят нас в ложке воды утопить!",— Правильна! — одинокий крик сзади.,"Они нам солют за девятьсот пятый год, мы эти слова слыхали от красных солдатов.","— Правильна! — одинокий крик сзади. Гомон вспух, потопил слова Алешки, но тот переждал время и, не обращая внимания на поднятую руку Штокмана, продолжал выкрикивать:
— И мы поняли, что, может, Советская власть и хороша, но коммунисты, какие на должностях засели, норовят нас в ложке воды утопить! Они нам солют за девятьсот пятый год, мы эти слова слыхали от красных солдатов.",False,,False,,True,826
WORD,S1_002,24510,3,3,подумать,подумал,"Веселость нашли!..» — обиженно подумал Кошевой, шагая мимо, и уже с досадой в последний раз хлопнул плеткой по голенищу, без стука вошел в угловую комнату.",«Чудно им!,Иван Алексеевич в распахнутой ватной теплушке сидел за письменным столом.,"«Чудно им! Веселость нашли!..» — обиженно подумал Кошевой, шагая мимо, и уже с досадой в последний раз хлопнул плеткой по голенищу, без стука вошел в угловую комнату. Иван Алексеевич в распахнутой ватной теплушке сидел за письменным столом.",False,,False,,True,827
WORD,S1_001,24522,2,2,думать,думаешь,— Что ты думаешь по этому поводу?,Но к ним я не заходил.,"Штокман сворачивал папироску и изредка вкось поглядывал на Ивана Алексеевича, выжидая ответа.","Но к ним я не заходил. — Что ты думаешь по этому поводу? Штокман сворачивал папироску и изредка вкось поглядывал на Ивана Алексеевича, выжидая ответа.",False,,False,,True,828
WORD,S1_017,24542,0,0,понять,Понял,Понял?,Посадишь его отдельно.,"Кошевой сполз с подоконника, пошел к милиционерам.","Посадишь его отдельно. Понял? Кошевой сполз с подоконника, пошел к милиционерам.",False,,False,,True,829
WORD,ALEX_007,24551,2,2,припоминать,припоминая,"Иван Алексеевич, припоминая, сощурил глаза, улыбнулся:
— Сдали-то они в аккурат, две винтовки и два нагана.","Штокман нахмурился, но сейчас же приподнял брови, спросил скороговоркой:
— Мелеховы что сдали?","Да ты думаешь, это все?","Штокман нахмурился, но сейчас же приподнял брови, спросил скороговоркой:
— Мелеховы что сдали? Иван Алексеевич, припоминая, сощурил глаза, улыбнулся:
— Сдали-то они в аккурат, две винтовки и два нагана. Да ты думаешь, это все?",False,,False,,True,830
WORD,S1_001,24552,2,2,думать,думаешь,"Да ты думаешь, это все?","Иван Алексеевич, припоминая, сощурил глаза, улыбнулся:
— Сдали-то они в аккурат, две винтовки и два нагана.",— Нет?,"Иван Алексеевич, припоминая, сощурил глаза, улыбнулся:
— Сдали-то они в аккурат, две винтовки и два нагана. Да ты думаешь, это все? — Нет?",False,,False,,True,831
WORD,S1_001,24556,3,3,думать,думаю,— Я тоже так думаю.,Нашел дурее себя!,— Штокман тонко поджал губы.,Нашел дурее себя! — Я тоже так думаю. — Штокман тонко поджал губы.,False,,False,,True,832
WORD,S1_001,24560,2,2,думать,думаешь,"Думать-то ты думаешь, а кроме этого, и делать надо.","Ты скажи, между прочим, коменданту-то.",Кошевой вернулся через полчаса.,"Ты скажи, между прочим, коменданту-то. Думать-то ты думаешь, а кроме этого, и делать надо. Кошевой вернулся через полчаса.",False,,False,,True,833
WORD,S1_001,24574,3,3,думать,думали,А вы чего думали?,"Мое дело телячье, — поел да в закут.","— Пятясь от подходившего к нему в упор Штокмана, он уперся спиной в изразцовую боковину печи и рассмеялся: — Не напирай, Осип Давыдович!","Мое дело телячье, — поел да в закут. А вы чего думали? — Пятясь от подходившего к нему в упор Штокмана, он уперся спиной в изразцовую боковину печи и рассмеялся: — Не напирай, Осип Давыдович!",False,,False,,True,834
WORD,S1_004,24612,7,7,решить,решили,"Он, Иван Алексеевич, Емельян, Давыдка и Филька решили оформить свою партийную принадлежность.","XXVII
На второй день после приезда с Сингина Кошевой отправился в Вешенскую узнать, когда будет собрание комячейки.","Мишка вез с собой последнюю партию сданного казаками оружия, найденный в школьном дворе пулемет и письмо Штокмана председателю окружного ревкома.","XXVII
На второй день после приезда с Сингина Кошевой отправился в Вешенскую узнать, когда будет собрание комячейки. Он, Иван Алексеевич, Емельян, Давыдка и Филька решили оформить свою партийную принадлежность. Мишка вез с собой последнюю партию сданного казаками оружия, найденный в школьном дворе пулемет и письмо Штокмана председателю окружного ревкома.",False,,False,,True,835
WORD,S1_016,24653,4,4,помнить,помнил,"Ошарашенный Кошевой сам не помнил, как очутился на площади.","Задрав голову, намётом прошла оседланная, без всадника лошадь.","Он видел, как Фомин, в бурке, черным вихрем вырвался из-за церкви.","Задрав голову, намётом прошла оседланная, без всадника лошадь. Ошарашенный Кошевой сам не помнил, как очутился на площади. Он видел, как Фомин, в бурке, черным вихрем вырвался из-за церкви.",False,,False,,True,836
WORD,S1_011,24658,4,4,мысль,мыслью,«К лошадям!» — было первой мыслью Мишки.,"Фомин, припавший к луке, скрылся под горой, оставив за собой серебряный дымок снежной пыли.","Он, пригибаясь, перебегал перекрестки, ни разу не передохнул.","Фомин, припавший к луке, скрылся под горой, оставив за собой серебряный дымок снежной пыли. «К лошадям!» — было первой мыслью Мишки. Он, пригибаясь, перебегал перекрестки, ни разу не передохнул.",False,,False,,True,837
WORD,S1_016,24718,2,2,помнить,помнил,Дальше Кошевой помнил все как во сне.,"— Вставай, сука!","На него, рыдая, кидался, хватал за грудки Антип:
— Отца моего смерти предал…","— Вставай, сука! Дальше Кошевой помнил все как во сне. На него, рыдая, кидался, хватал за грудки Антип:
— Отца моего смерти предал…",False,,False,,True,838
WORD,S1_002,24749,6,6,подумать,подумал,"«Добьют зараз», — безразлично, как о постороннем, подумал Кошевой.","Кто-то шел в половню, поскрипывая валенками.",Человек стал в темном просторе дверей.,"Кто-то шел в половню, поскрипывая валенками. «Добьют зараз», — безразлично, как о постороннем, подумал Кошевой. Человек стал в темном просторе дверей.",False,,False,,True,839
PHRASE,PHR_082,24766,5,6,решиться на,решившись на,"На другую ночь, чуть смерклось, — решившись на отчаянное, добрел до дома, постучался в окно.","Мишка без ответа нащупал его руку, сунулся в ворох мякины.","Мать открыла ему двери в сенцы, заплакала.","Мишка без ответа нащупал его руку, сунулся в ворох мякины. На другую ночь, чуть смерклось, — решившись на отчаянное, добрел до дома, постучался в окно. Мать открыла ему двери в сенцы, заплакала.",False,,False,,True,840
WORD,S1_017,24778,4,4,понять,понял,"Из короткого рассказа матери понял, что восстали все хутора Обдонья, что Штокман, Иван Алексеевич, Давыдка и милиционеры ускакали, а Фильку и Тимофея убили на площади еще вчера в полдень.",Что творилось в хуторе — не знал.,— Уходи!,"Что творилось в хуторе — не знал. Из короткого рассказа матери понял, что восстали все хутора Обдонья, что Штокман, Иван Алексеевич, Давыдка и милиционеры ускакали, а Фильку и Тимофея убили на площади еще вчера в полдень. — Уходи!",False,,False,,True,841
WORD,S1_017,24815,0,0,понять,Понял,"Понял, куда оно махнуло?","Кубыть, восстала Казанская, Шумилинская, Мигулинская.","У Григория вздулись на лбу и на шее связки вен, зеленоватыми искорками брызнули зрачки.","Кубыть, восстала Казанская, Шумилинская, Мигулинская. Понял, куда оно махнуло? У Григория вздулись на лбу и на шее связки вен, зеленоватыми искорками брызнули зрачки.",False,,False,,True,842
WORD,S1_004,24827,18,18,решить,решили,"Позавчера двадцать еланских коммунов пошли на Кривской и Плешаковский рестовать казаков, а красноярские прослыхали такое дело, собрались и решили: «Докель мы будем терпеть смывание?","Сбоку поспешал хозяин, рассказывая:
— В Еланской первым поднялся Красноярский хутор.","Отцов наших забирают, доберутся и до нас.","Сбоку поспешал хозяин, рассказывая:
— В Еланской первым поднялся Красноярский хутор. Позавчера двадцать еланских коммунов пошли на Кривской и Плешаковский рестовать казаков, а красноярские прослыхали такое дело, собрались и решили: «Докель мы будем терпеть смывание? Отцов наших забирают, доберутся и до нас.",False,,False,,True,843
WORD,S1_004,24888,2,2,решить,решено,"Все было решено и взвешено в томительные дни, когда зверем скрывался он в кизячном логове и по-звериному сторожил каждый звук и голос снаружи.","Ясен, казалось, был его путь отныне, как высветленный месяцем шлях.","Будто и не было за его плечами дней поисков правды, шатаний, переходов и тяжелой внутренней борьбы.","Ясен, казалось, был его путь отныне, как высветленный месяцем шлях. Все было решено и взвешено в томительные дни, когда зверем скрывался он в кизячном логове и по-звериному сторожил каждый звук и голос снаружи. Будто и не было за его плечами дней поисков правды, шатаний, переходов и тяжелой внутренней борьбы.",False,,False,,True,844
WORD,S1_001,24891,3,3,думать,думать,О чем было думать?,"Тенью от тучи проклубились те дни, и теперь казались ему его искания зряшными и пустыми.","Зачем металась душа — как зафлаженный на облаве волк — в поисках выхода, в разрешении противоречий?","Тенью от тучи проклубились те дни, и теперь казались ему его искания зряшными и пустыми. О чем было думать? Зачем металась душа — как зафлаженный на облаве волк — в поисках выхода, в разрешении противоречий?",False,,False,,True,845
WORD,S1_001,24894,24,24,думать,думал,"Теперь ему уже казалось, что извечно не было в ней такой правды, под крылом которой мог бы посогреться всякий, и, до края озлобленный, он думал: у каждого своя правда, своя борозда.","Жизнь оказалась усмешливой, мудро-простой.","За кусок хлеба, за делянку земли, за право на жизнь всегда боролись люди и будут бороться, пока светит им солнце, пока теплая сочится по жилам кровь.","Жизнь оказалась усмешливой, мудро-простой. Теперь ему уже казалось, что извечно не было в ней такой правды, под крылом которой мог бы посогреться всякий, и, до края озлобленный, он думал: у каждого своя правда, своя борозда. За кусок хлеба, за делянку земли, за право на жизнь всегда боролись люди и будут бороться, пока светит им солнце, пока теплая сочится по жилам кровь.",False,,False,,True,846
WORD,S1_001,24906,5,5,думать,думал,"Об этом, опаляемый слепой ненавистью, думал Григорий, пока конь нес его по белогривому покрову Дона.",А теперь — за шашку!,"На миг в нем ворохнулось противоречие: «Богатые с бедными, а не казаки с Русью…","А теперь — за шашку! Об этом, опаляемый слепой ненавистью, думал Григорий, пока конь нес его по белогривому покрову Дона. На миг в нем ворохнулось противоречие: «Богатые с бедными, а не казаки с Русью…",False,,False,,True,847
WORD,S1_011,24909,7,7,мысль,мыслей,Но он со злостью отмахнулся от этих мыслей.,"Мишка Кошевой и Котляров тоже казаки, а насквозь красные…»",Завиднелся Татарский.,"Мишка Кошевой и Котляров тоже казаки, а насквозь красные…» Но он со злостью отмахнулся от этих мыслей. Завиднелся Татарский.",False,,False,,True,848
WORD,S1_001,24934,1,1,думать,думаем,"Погиб, думаем, смертью героя.",Ведь мы тебя вычеркнули из списка живых.,"Мишка вспомнил, как брали его в плен, беззащитность свою, винтовку, оставленную в санях, — мучительно, до слез покраснел.","Ведь мы тебя вычеркнули из списка живых. Погиб, думаем, смертью героя. Мишка вспомнил, как брали его в плен, беззащитность свою, винтовку, оставленную в санях, — мучительно, до слез покраснел.",False,,False,,True,849
WORD,S1_014,24935,1,1,вспомнить,вспомнил,"Мишка вспомнил, как брали его в плен, беззащитность свою, винтовку, оставленную в санях, — мучительно, до слез покраснел.","Погиб, думаем, смертью героя.","XXX
В Татарском в день приезда Григория уже сформировались две сотни казаков.","Погиб, думаем, смертью героя. Мишка вспомнил, как брали его в плен, беззащитность свою, винтовку, оставленную в санях, — мучительно, до слез покраснел. XXX
В Татарском в день приезда Григория уже сформировались две сотни казаков.",False,,False,,True,850
WORD,S1_004,24982,1,1,решить,решил,"Петро решил выслать в направлении хутора Токина сильную разведку, одновременно сообщив в Вешенскую.","На другой день к вечеру стало известно, что из Каргинской идет на подавление восстания карательный отряд красных войск в триста штыков под командой Лихачева, при семи орудиях и двенадцати пулеметах.",Разведка выехала в сумерках.,"На другой день к вечеру стало известно, что из Каргинской идет на подавление восстания карательный отряд красных войск в триста штыков под командой Лихачева, при семи орудиях и двенадцати пулеметах. Петро решил выслать в направлении хутора Токина сильную разведку, одновременно сообщив в Вешенскую. Разведка выехала в сумерках.",False,,False,,True,851
WORD,S1_001,25062,1,1,думать,думал,"Ты думал, казаки на колени попадают?","— На что ты надеялся, как ехал с девятью охранниками?",Прощения будут просить?,"— На что ты надеялся, как ехал с девятью охранниками? Ты думал, казаки на колени попадают? Прощения будут просить?",False,,False,,True,852
WORD,S1_017,25131,5,5,понять,поймем,Мы сами из бумаг твоих поймем.,Не надо.,А нет — красноармейцев из твоей охраны допросим.,Не надо. Мы сами из бумаг твоих поймем. А нет — красноармейцев из твоей охраны допросим.,False,,False,,True,853
WORD,S1_002,25148,1,1,подумать,подумаешь,"— Может, подумаешь? — строго спросил один из сотенных.",Завтра отправим тебя в Казанскую.,"Лихачев рывком поправил накинутый внапашку френч, пошел к стоявшему у двери конвоиру.","Завтра отправим тебя в Казанскую. — Может, подумаешь? — строго спросил один из сотенных. Лихачев рывком поправил накинутый внапашку френч, пошел к стоявшему у двери конвоиру.",False,,True,PARTICLE_PODUMAYESH,True,854
WORD,S1_004,25167,5,5,решить,решили,После долгих споров и толков решили сохранить прежнюю структуру власти.,"Вешенская, как окружная станица, стала центром восстания.","В состав окружного исполкома выбрали наиболее уважаемых казаков, преимущественно молодых.","Вешенская, как окружная станица, стала центром восстания. После долгих споров и толков решили сохранить прежнюю структуру власти. В состав окружного исполкома выбрали наиболее уважаемых казаков, преимущественно молодых.",False,,False,,True,855
WORD,S1_004,25192,3,3,решить,решил,И Петро Мелехов решил выступить со своими двумя сотнями.,В такой обстановке некогда было дожидаться распоряжений из округа.,Он принял командование и над остальными четырьмя сотнями соседних хуторов.,В такой обстановке некогда было дожидаться распоряжений из округа. И Петро Мелехов решил выступить со своими двумя сотнями. Он принял командование и над остальными четырьмя сотнями соседних хуторов.,False,,False,,True,856
WORD,S1_013,25264,0,0,мыслить,Мысля,"— Мысля пришла, товарищ Мелехов!","— Ты чего? — настропалился, сдвигая брови, Петро.","Пошли ты одну сотню низом, к Дону.","— Ты чего? — настропалился, сдвигая брови, Петро. — Мысля пришла, товарищ Мелехов! Пошли ты одну сотню низом, к Дону.",False,,False,,True,857
WORD,S1_013,25271,0,0,мыслить,Мысля,«Мысля» Петру понравилась.,Опять же панику наведут.,"Он скомандовал своей полусотне стрельбу, махнул рукой стоявшему во весь рост Латышеву и валко зашагал к Григорию.","Опять же панику наведут. «Мысля» Петру понравилась. Он скомандовал своей полусотне стрельбу, махнул рукой стоявшему во весь рост Латышеву и валко зашагал к Григорию.",False,,False,,True,858
WORD,S1_002,25418,1,1,подумать,подумал,"«Советуются», — подумал Петро, и снова пот, словно широко разверзлись все поры тела, покатился по спине его, по ложбине груди, лицу…","Оттуда послышались голоса, окрики на лошадь…","— Эй, вы!","Оттуда послышались голоса, окрики на лошадь… «Советуются», — подумал Петро, и снова пот, словно широко разверзлись все поры тела, покатился по спине его, по ложбине груди, лицу… — Эй, вы!",False,,False,,True,859
